String	Entity			
"If you are adding more information or explaining more about the problem or question, improve your question by editing it instead of posting it as answer"	answer			
"see the web reference : ,jmchung.github.io/blog/2013/08/11 "	jmchung.github.io/blog/2013/08/11			
"I am developing location based android application. and i want to access these values in multiple activities. So , i want to store these values in a method and then use that method name in other activities."				
"Save these values in shared preferences and make a utils class with a static function which would just take a context, read the values from shared preferences and return to the caller. This would let you access these values from any class which has a context"	utils			
"No, i want to add save these values in splash activity and then access from other activities without creating utils class"	utils			
"If you just want to use it in one activity, you could have passed them in intent, but as you say, you want to use them in multiple activities, the correct way is to store them somewhere and then make a public getter function to access them"				
"Bro those values are not retained after the activity is destoryed, stopped, you have to use some persistent storage"				
It means exactly what it says.  That function isn't public.  You can't call it.				
but how do i get it to work?				
Restricted version? Licensing issue?	issue			
I just don't understand what the url is (how it is structured). And if I can't access it how can I use it to view and download images for wallpapers in an android studio app?				
What is your android programming level? I will try to help you.				
Rather a beginner. I am however familiar with the language. To android_Muncher	language.Toandroid_Muncher			
"I believe 100 is the actual limit, not 1000. It says ""This API can return the first 100 search results, in chunks (pages) up to 10 search results long. You can specify the page of search results to return using the start and num query parameters."" This is not the same as ""up to 100 items in up to 10 pages"" as you interpret."	API			
"this is not an actual answer, it adds nothing to what's in the question itself"	this			
"Actually if you read this documentation: ,developers.google.com/analytics/devguides/reporting/core/v3 , , you can see the actual max is 10000. You just have to set ,max-results=10000"				
"The above response of max-results=10000 may work for Goggle Analytics but that is a separate API and does not pertain to the googleapis customsearch API. I tried it anyway with max-result=1000 and it is a definite no go and returns:{       ""error"": {   ""code"": 400,  ""message"": ""Invalid Value""  }"	max-results=10000			
"the disclaimer on top of the page specifies ""This page refers to the XML version of the Custom Search API, which is available only to Google Site Search customers"" so it doesn't apply to the OP case"				
Do you have any complete program reference for this please				
Am getting only the status line. there are some thing data which need to be display. but they are not visible in this program. Kindly help me.				
what doesn't work about it ? an exception occur or simple the record doesn't get deleted ?				
"The record doesn't get deleted, there are no error messages or exceptions in the glassfish server, I tried to see if the oracle database received the petition but i don't know how. I debugged the code and it retrieves the object from the context."	deleted			
"Also the primary key is a String, do you think that could be the problem?"	problem			
"Insert a log command here: ,} catch (Exception ex) {         try {   logger.log(""An error occurred while trying to delete something"", ex);             utx.rollback();         } catch (Exception re) {, because at present you are unaware of any error, you are doing just rollback - and that's all, everything looks OK."				
"I just tried, nothing happens when i debbuged it nevers enter into the catch. I will change the primary key to a integer and i will post the results."	catch			
"Thanks for the input. I should have added that Narcos is the dynamic key. It changes depending on the request to the API. So it's always the name of the show you request.  This is the URL to the API, if it might help. I will edit my question to make it a bit clearer."	Narcos			
Thank you so much. This is exactly what I was looking for. I am still trying to figure out why I need just these two classes. But the code works like I wanted it to.				
Both PC's have to be on the same network. How did you get the IP you are referring to?				
lemme add what i'm getting in console as well				
I checked both PCs IP through ipconfig command on cmd And both are using same wifi network	ipconfig			
"It briefs about cross-site scripting, rather than telling how to fix it?"	cross-site			
"your baseUrl has a dot after localhost, this might be the problem"	baseUrl			
Should I use one pojo or two pojo class to communicate with two different server ?	pojo			
I think you can use 1 pojo				
how i will manage request response with different attribute in one pojo?				
with a restapi class	restapi			
"First off, your console output and authentication error are completely unrelated. Secondly, without knowing anything about the API you mention, there is no way we can possibly help you other than to say that the API requires authentication and you clearly haven't given any sort of credentials."	API			
"To rmlan First off, I know my console output is unrelated. I was just seeing if someone could give me some insight as to what those errors meant. Secondly, ""API token authentication using Apache HttpClient"" is the title of my question. I don't know how to use authentication in Apache HttpClient using my given api token. That's what I was asking."	Apache			
"Well you haven't appeared to do any research on your own, so why not go do some research and try some things?"	own			
"To rmlan actually I have done research and I have tried setCredentials(new AuthScope(), new UsernamePasswordCredentials()... That's how I knew there was a way to input a username and password but for security purposes I know using a token would be best."	setCredentials(new			
"I got it working. Thank you ! I see the whole page in the WebView now, I will have a look at JSOUP too. Appreciated"	JSOUPtoo			
"Good to know. If this worked for you, can you mark this as the answer?"	answer			
"You are right. it helped with the Googling. I put it into a WebView and it is working now. This is part of the code 'webView.loadDataWithBaseURL(null, result, ""text/html"", ""UTF-8"", null);' Thank you kindly !!"	now			
"Your question lacks code, examples and an in-depth explanation. Please take your time to review and refine your question. Have you done any tutorials, familiarize yourself with Selenium and its functionality, conducted any trials? If you don't feel comfortable answering at least one of these questions positively, I suggest you study first."	Selenium			
"My question is more about the approach that I should follow and its possibilities in selenium. As mentioned in my question, I have handled the browser part using selenium (i.e, performing a transaction on an Ecommerce website). Now to invoke the refund for this transaction I have been provided an API where I will have to enter the Transaction ID of the transaction done using browser in Java. Can I do this in Selenium and if yes, what should be the approach?"	I			
"Selenium automates what a manual user would do in a browser environment, coping with html and Javascript. If your process can be handled this way then yes, Selenium would probably help you out. As for the approach, too little information is provided to advise properly. Is this transaction a one-off? Is it meant to be repeated? What is it triggered by? Back to my initial comment, please provide code and examples."				
"Hi, Thanks for the explanation. The transactions would be done repeatedly and the ID's would be stored in excel. Upto this part I have done. Now I want to write something, where my script would pick these ID's from excel and hit the refund API. The input which refund API takes is JSON format. Can I do this part somehow in Selenium or do I need only Java to do it? Thanks in advance."				
"Try this ,localhost:8080/api-mashup-api/rest/foo/bar"				
"Sadly, that still returns 404. I have tried many different URLS but it doesn't seem to work. Might I have something wrong with my web.xml?"				
"Is your project name api-mashup-api? If not, you will have to change that too."	If			
"Yes, my project name is api-mashup-api. As I understand the URL should look someting like this: {<Path to server><display-name in web.xml><URL-pattern in web.xml><path of class><Path of method>}"	api-mashup-api			
"No, not the display name but rather the project name. Thus, your URL should look like {<Path to server><project_name_in_IDE><path of class><Path om method>}"	{<Path			
"if there's a restful API in front of the stored procedure (as you describe), then the API can do the transformation of the object into JSON."	restful			
"not in java, sorry. haven't done java for about 15 years! I saw the question because it was tagged as SQL. I would guess google knows the answer somewhere though"				
"Hi, i read that there are many json libraries for converting data into json object. is it the way i need to follow? please see an example here ,wilddiary.com/serialize-java-objects-json-back"				
"certainly I wouldn't advise you to write your own converter, there's no point when there are existing libraries. But I can't comment on which one you should use - like I said I don't use Java any more and have no knowledge of which is best. I would suggest you either ask another SO question tagged with Java or do your own research."	Java			
"Let me ask a clarifying question: Is your Java code acting as a ""back-end"", which you want your Javascript on the client-side to send AJAX calls to? If this is the case, you simply need to make the required call to your Java servlet or code using the specified routes"				
"I think best way is having access to my service methods (written in Java) from JS, instead of writing controllers which will call that methods after invoked from JS, ...Why do you think that?"				
"how have you written your spring mvc, jsp? you should be able to make ajax based api calls in spring mvc as you would do otherwise normally"	spring			
"To kuhajeyan yeah, let me edit the question so you can understand the problem better."				
To kuhajeyan how do I make calls to a url instead of '/app/create' for example	url			
10-05 07:42:54.532 15781-15781/com.harbinger.currency W/System.err: org.json.JSONException: No value for results				
"try {                 JSONObject jsonObject = new JSONObject(s);                 JSONObject resultsObject = jsonObject.getJSONObject(""results"");                 JSONArray resultArray = resultsObject.getJSONArray(""rate"");                  addresses = new ArrayList<String>();                 for (int i = 0; i<resultArray.length(); i++){                    addresses.add(resultArray.getJSONObject(i).getString(""Name""));                     Log.d(""DTA"",resultArray.getJSONObject(i).getString(""Name""));                  }"				
It's not working. Studio don't see any values for results :(	working			
Have you found a way?	way			
"Yes, I saved an variable in SharedPreferences for the last date the api call was done. When the app runs I check if it has been 24 hours or not (taking into account +1 and -1 hours changes), if that's the case the intentservice fetches the stations again and removes the old stations from the db and adds the new ones."				
"My application targets 4.4+, job scheduler is only available for 5.0 and upwards(Lollipop). I don't really want to use a custom library like JobSchedulerCompat"				
what if you change the order of declarations? does then the 1296th entry fail? Just to make sure that the API call itself has no errors.	API			
"The missing API's url is actually very uniquely named. The ones that I removed was from a different route file that was included in the ""routes"" file and it had a different prefix. APIs in routes file was declared with ""api/"" and the other one was declared with ""rest/""."	routes			
To chrylis so that devs would no longer have to download 3rd party libs.				
"That doesn't really make much sense. In a small Web project, I had 101 dependencies. You wouldn't ,want, the entire world packaged into the JRE. Use a dependency manager instead."				
"The Apache Commons libraries only. For example the String Utils, does it have many dependencies? To chrylis"	String			
Drop the forward slash from your request in postman	postman			
"I think you will need to add /Commorce request mapping as shown in example ,here, at controller level and probably you will need to pass all the fields of UserModel from postman, better accept individual param as request param and construct object from those param values manually."				
To  Leon I have drop the slash. Still no difference.	slash			
To saurav it did not work.				
I have tried this however the result is still the same (404)				
says format string is malformed...	malformed			
"changed the url to ,query.yahooapis.com/v1/public/yql?q=select, * from weather.forecast where woeid in (select woeid from geo.places(1) where text=""nome, ak"")&format=json&env=store://datatables.org/alltableswithkeys"	query.yahooapis.com/v1/public/yqlq=select			
now it doesnt crash but my info doesnt show in the view... Is it a problem with the view or the link??				
what did you try so far to solve the issue you are facing?				
To astaykov Please see my new edit for that				
"Hi VortixDev, I have to create a ""consumer"" that reads from that api and due to the changing nature of the api this consumer have to keep reading from it. There is no action that any user have to do or whatsoever, so that麓s why I auto-suggested the ""loop"" or some auto-scheduled action to keep reading from that url every x seconds."	consumer			
"If the sole point of it is to read from the API then I suppose it would be best to update every x period of time, as you suggest. You most definitely wouldn't want it to be a constant loop, though, as you'd be constantly sending requests to the web server (who I don't think would appreciate it!). If there is a point where the data is needed from the consumer, then that's when I would get the info, and if you never need the data then I'd be confused as to why you need to get the data in the first place"				
I would definetily create a servlet in which I would use the To scheduled notation to keep reading every X time from the server.  It is a liveStream sports and that麓s why the need of being reading constantly.  with every read the information will be populated in a database that I need to create.	servlet			
"You might wanna check this ,similar thread,."	thread			
Hi To noogui actually I don't use the sensorapi for that. I use google fit api and count the stpes with onDataPoint func. which is override so I think the  link above give me some idea but it didn't work.				
"I've placed the jar file, restart the server many times,  but it's still not loaded"				
Do you see any errors in the console during server start up?				
"yes, it's just says org.wso2.rest.BasicAuthHandler cannot be found by synapse-core_2.1.7.wso2v7"	org.wso2.rest.BasicAuthHandler			
This means that it is looking for the BasicAuthHandler in synapse-core because it is not able to find the java component that you have deployed. Can you restart the server to see if there are any errors/warnings on your java component being deployed	synapse-core			
"there's no error about java component, it's just says that xml error because the class is not found :("				
"Is there any particular problem while using  ,Intent, ?"				
"To samir_k hello sir, there no problem using Intent."	Intent			
To KNeerajLal hello sir i also tried using GET but It's not working	GET			
"Cross check if the gateway is working. See what you get as output for ,huc.getResponseCode();,."				
Are you using this for an Android App or just a Desktop application?	Desktop			
"i was using for java one. Now it works as I downloaded their sample code as a project, but once I do it in another project, it messes it out"				
so this is non-android?	non-android			
They have 2 separate examples. For android and for java. I used for java as I have nothing to do with the android here. But even in java examples they have 'build.gradle' instructions which I have no idea whats that all about				
androidhive.info/2014/02	androidhive.info/2014/02			
"To ArpanSharma I have successfully implemented login, now I want to fetch data from a page in googleplus"	login			
"Entries in the activity. So in the first code example the entries, which should be the result from the searchrequest, is null."	searchrequest			
Can you please share you code so we can see what is going on? Are you querying a web service or did you create the web service? If it is your web service have you considered returning a JSON string instead of passing the ArrayList to whatever it is that is generating the JSON?	JSON			
"Hey, thanks for the answer. I will check this and see if it helps"				
Do you know what is the error that is happening?				
Well the error that will eventually happen is a null pointer exception. This is but I have since discovered that the reason the later method is returning null is because these methods return a 500 - internal server error.				
Please stop reposting the same question.				
"Thank you but Azure store credential on cloud, any other way to access the token when user enter the username and password from the client side androied app, our data is critical so we can not share or store on cloud"	credential			
i have give other way. you can open login screen inside webview then login in web and get cookies after login				
i have given link also to you check there .				
"yes, i checked but it's not working , don't know why, the reason i am asking the same quest. every time getting 401 error. if there any way to write web api in c share then it will also help full for me"				
brother i m working on that and i have make 3 app from this so its work well				
"You should be able to find you answer : ,maven.apache.org/examples , se how application-home is set and retrieved."				
I already have that. I am trying to define my own but pass in <sourceDirectory> as a parameter	<sourceDirectory>			
Than you could use properties-maven-plugin	properties-maven-plugin			
Do you see any error in the logcat?	logcat			
"ty for the quick answer, yeah there is an error. But i dont get it. I get the key from the official link from the maps.xml the error:"	it			
"E/b: Authentication failed on the server. E/Google Maps Android API: Authorization failure.  Please see ,developers.google.com/maps/documentation/android-api/start, for how to correctly set up the map. E/Google Maps Android API: In the Google Developer Console (,console.developers.google.com,)                            Ensure that the ""Google Maps Android API v2"" is enabled.                            Ensure that the following Android Key exists:"				
Did you add your apps SHA fingerprint into google dev console? It seems like you missed that part	fingerprint			
"You mean the API-Key?  I put it in 3 places (manifest,release,debug)"				
"What have you tried? (specifically, paste commands or steps)  What was the result? (paste error messages or outcome)"				
"Tried installing maven on mac to make a JAR out of it. After following all the installation steps in terminal, it still wasn't installed."	maven			
What wasn't installed? What do you mean by installed? How are you building your own project?	installed			
"The first 2 lines you gave did work, but if i paste in the third and run it, it says: ""-bash: mvn: command not found"""				
"Sorry im not used to this, iv'e used simple pre-build jars until now :S"	pre-build			
"How did you install maven on your mac? If you have maven installed correctly, the ,mvn, command will be found."	maven			
"I think that we need to see QuikrDataPoint.java:162, but usually FileNotFound only means one thing"	FileNotFound			
"I feel like creating an anonymous class for each one is inefficient., In what way? Why do you think so?"				
"Thanks for the info. Regarding my first question though, do you know how to access "",yourserveraddress.com/users/matthew/gender/male,"" given the two ,interface methods, above?"				
"I am not getting your question, please elaborate it?"				
thanks for the code but can you give some clarification how icon will move				
Are you getting the same result in RestClient?	RestClient			
currently it is coming as failure				
Can you provide us some client and server side code				
It means you want to deploy your website in PHP in a Java container (which contains also fastCGI) right?	(which			
"Yes, its not a real solution, but for testing yes"	solution			
"Who says a website must have a separate login page?  Who says a website must have login functionality at all?  There are standards for various kinds of authentication technologies, but no standards whatever for web-based authentication UIs."	web-based			
"Right, but if there's no login page, then I just want to get a null value. If there is, I want to go there.  I was hoping since there are a lot of whois technologies that include info about a site, login info might be one of those"				
"Whois itself -- and therefore anything built on top of it -- contains no such information.  Whois contains information about ,domain registrations,, not about any services or web sites running at those domains, with the exception of domain-name services.  I've no knowledge of any public database containing the kind of information you're after."				
"Maybe my question is too vague, essentially all I want to do is tell the users the login page for the website they type in, so I don't do any authentication at all, I just give them the login url. So it's literally just a string"				
Still experiencing the same problem.. i can't figure out what the problem here is.				
"An answer ,here"	here			
"Possible duplicate of ,Twitter API Rate Limit for Multiple Users"	Twitter			
"that still not answering my question: If my app has 1 consumer and token key that been used by 10,000 people daily but each person send and get around 10 requests to the API ( total 10,000 * 10 = 100,000 requests ) ,, will that affect my consumer or token key to be shutdown ?"				
API request and response is working fine for me (after updating api key). Issue must be something else.				
"Good to know its working. Try to see what is found in logs. And if it is a different issue that could not be solved, consider opening a new ticket."	logs			
"FYI, For a couple of years I am using ,github.com/dvdme/forecastio-lib-java, and is great, at least for my purpose."	github.com/dvdme/forecastio-lib-java			
I tried it but after removing the line you are suggesting the code was not even making call to API.				
"I haven't noticed you have OkHttp as a local module (why??). Replace the OkHttp dependency in your gradle file with "" compile 'com.squareup.okhttp3:okhttp:3.5.0' "". In case it doesn't work, you may try adding back the Okio dependency, but with the latest version (1.11.0)"	OkHttp			
you are never executing the task. I recommend you read more tutorials.	task			
"The asynctask runs on a different thread. Currently, you are setting the string before the task completes. Set the string in ,onPostExecute, method."	asynctask			
"I think that when you click the button to start the task, the task doesn't have time to set ,finalString, before you set it in the ,TextView"				
Is image part of response or attachment?	attachment			
Can you show raw response please?	please			
"Finally, I find the solution. Thanks."	Thanks			
"I just quickly glanced at the link, but this looks like a RESTful web service. The question here addresses how to do it: ,stackoverflow.com/questions/3913502/restful-call-in-java"	link			
"To ChristopherSchneider Thank you very much, the link is very helpful :)"				
This is not a solution. It's hard-coding a single query and getting a single result. Well established and robust REST Java libraries exist that should be preferred.	This			
"I just provided an example of what the OP asked. If it is not considered a solution, why did the OP accept it as an answer?"	OP			
"Fair point. I don't think the OP knew what they wanted, though."				
"If this answer didn't serve their purpose, they shouldn't have accepted it. If you can provide a ,real, solution, I will gladly delete my answer, if possible."	it			
"I could write a ,real, solution easily, but I won't. I won't do someone else's work/homework on a trivial problem, but have no problem helping/pointing in the right direction. You or I may have to work with this person in the future, so it's best they try to figure it out themselves. I apologize if you were offended; that wasn't my intent."	You			
"use jquery ajax POST, implement the success handler block"	block			
What do you mean that the server side function returns a String? How does it do so? Where does it return to?				
"Please show how you send the POST request. I bet that your ,success, function from that already returns your response. Read the documentation for that post function"	POST			
"function xhrPostCall(jsonInput, postUrl){   xhrPost.open(""POST"",postUrl, true);   xhrPost.setRequestHeader(""Content-type"", ""application/json""); 	xhrPost.onreadystatechange = function() {       if(xhrPost.readyState == 4 && xhrPost.status == 200) { 					msg=""Environment Succesfully Added!""; 					alert(xhrPost.status+jsonInput+msg);           console.log('posting succesful:'+jsonInput+msg);       }			else{msg=""Environment Unsuccessfully Added!""; 				alert(xhrPost.status+jsonInput+msg); 				console.log('posting unsuccessful'+jsonInput+msg); 			}   }   xhrPost.send(jsonInput); }"				
Please post the code that you are using. A million things could be wrong here.	using			
"Just edited. Please let me know if you need anything else. On the devices where it does not freeze, it still calls the callback method. Just doesn't stop the preview automatically like some devices do. To bremen_matt"	callback			
"Hello, I tried to do this : ,gyazo.com/1cac084a4fcd5c651136fc0475dd7722, but now I don't know how to call a class from onCreate. Any thoughts on the code / help on calling a class from onCreate ?"				
"If I don't make ints and TextViews static, I get an error when I try to use them in the statc method : Non-static field 'whatever' cannot be referenced from a static context. Also, if I just remove the String[] args part and try to call it, I get the RiotApiException."	ints			
Which of your other methods are static? If you're just calling these methods from your Activity they don't need to be static.				
Can you just post your entire Activity's code in your question?	Activity's			
"I added it as a pastebin link, since I couldn't get it to show properly with the code format on this site. ,pastebin.com/2f65WTWN,  By the way, I'm using a tabbed activity with 3 fragments."				
"To thomas-mc-work As it has no queryParameters, is there any chance in IE as getting 400 Bad Request ?"	IE			
"To RaviKarn I can not imagine that this is working in any browser. However if it does then maybe it helps to decode the curly brackets too: replace ,{, and ,}, by ,%7B, and ,%7D,. And maybe the colon too: ,:, => ,%3A"	}			
You didn't share what errors are you getting?				
"Actually, I couldn't run the test at all due of these errors. I am new to rest api automation."				
"Thanks for the reply. I've changed the statement, however the app still crashes. This is the error I get:                    java.lang.NullPointerException: Attempt to invoke virtual method 'int org.json.JSONObject.optInt(java.lang.String, int)' on a null object reference                       at com.example.mattbenson.cw_2_weather.service.WeatherService$1.onPostExecute(WeatherService.java:81)                       at com.example.mattbenson.cw_2_weather.service.WeatherService$1.onPostExecute(WeatherService.java:38)"	I			
"This looks like a good beginning, but its incomplete.  Its expected that memoryCache.get() will sometimes return null.  You're then supposed to request the URL from the network, and add the bitmap returned to the cache.  Does that code not exist, or is it failing?  Have you traced through it?"	This			
"I will edit my code and put all files, complete for you can see. Thanks!"	Thanks			
Well theres no reason for you to be writing the cache class at all.  Just use a LRUCache	all			
i will try.. just a minute To GabeSechan	GabeSechan			
can put an example in a answer format?				
"did you check ,stackoverflow.com/a/5769756/6689101"	stackoverflow.com/a/5769756/6689101			
"You are expecting the Metascore field, but it isn't there - either remove it or mark as ingorable. The response is fine, there is error in your code."				
but what is wrong in my code??? as it contains only these three lines to fetch movie information	code			
Thanks a lot.  Based on your comment I converted my JSON String to an XML string as below:	XML			
could you post xml layout?				
"To ScottS I added it, but I don't believe that has anything to do with the problem."				
try setting height to wrap content.				
"To ScottS Thank you for your answer, but I don't think you understand my problem."				
"'code'public static Object ProcessJSON(Object obj) {      Object temp = obj;         if(!IsObjectLazyMap(obj))          {            if(isDecimal(obj)) 	    { 	      obj.value = RoundOff(obj.value);          	}         else  	    {  	      for(int i=0;i<obj.size();i++) 	        { 	         ProcessJSON(obj[i]); 	        } 	 }    }   return obj; }"				
"Please add your code to the question by using the ""edit"" link. That way you can format it nicely, and it will be easier to read."	edit			
To 桅Xoc臋鞗冃焑pe煤pa�?Because the project currently i am working in is JAva. i am using Groovy script to udpate some scripts in my REadyAPI test suite. I am not sure python will be compatible				
actuallly without recursion how will i go to deeper levels . there might be 5 levels of key value pairs in teh JSON response . and the decimal values might be at the level so i need to iterate there and update values there				
"No I am using Java to execute SoapUI XML file. In that case, I need to print the API end point of a TestCase."	Java			
The xml file generated after saving the soapui project	soapui			
Can you share the test case structure / sequence of steps? Also some more context of java code snippet?	steps			
"I tried your code. But it shows ""getResource()"" as a cannot resolve method. Here is a sample snippet of my code.  WsdlTestCaseRunner runner = new WsdlTestCaseRunner(testCase, new StringToObjectMap());             runner.runTestStep(testStep);              List<TestStepResult> resultList = runner.getResults();             for (TestStepResult result : resultList) {"				
"Can you edit the question and updated it with your code? By the way, it does have the code that you actually in the question?"	way			
Updated. Please check it				
"Can you please clarify, what are the test steps in the test case? or screen shot of the test case would also help. More over if ,endpoint, (which you mentioned in the question) worked, then above should also work."				
"got it, but i'm getting some errors like: (on server) ""This request did not contain a necessary header""; (on client) ""302 error"" when i call my servlet to retrieve information like you wrote or when i try to get datastore kind with python script (appcfg.py)."	servlet			
"sure. I added everything in web.xml. From client i use ""localhost:8888/test_remote_api"", where 'test_remote_api' is the servlet with code to retrieve informations."	localhost8888/test_remote_api			
"You shock the exception in the catch : ,catch(Exception e){session.close(); setErrorMessage(response, 400, ""Bad Request"", ""Could not insert data. Check the data given as input."");return;}, . Trace it and you would have some clues."				
Can you post the exception stacktrace?				
Could it be that your access token has expired?	expired			
Possibly does your account have no contacts that are in groups? The list connections call only returns people who are in contact groups.	groups			
"I was looking for free options, indeed. Thank you for the clarification."				
"I had a similar problems a year ago, in which data is gathered from each node. We solved it using apache thrift and zookeeper. So we used RPC in place of rest calls"	RPC			
are fixed this issue Vipul? I have same issue can you please give me suggition if you fixed.Thanks in advance	suggition			
"No Sairam, it wasn't resolved, but I changed the criteria, now I am taking file in candidateEmailDTO only, and I am taking that in byte array format, SO i think that can help you also"	candidateEmailDTO			
"But how I will pass a request here? because when I see in postman I can either send form data in which we can have file or we can send 'raw' object in the form of json, we can't send both of them together."	I			
"Possible duplicate of ,Using java.net.URLConnection to fire and handle HTTP requests"	Using			
"we just had that discussion a second ago: ,stackoverflow.com/questions/43384255 "				
"hope this link will help you ,see this link"				
I have metnioned the same link as a solution I tried				
are you getting any error? Can you explain what is your expected output?				
"are you getting this error in response? : {   ""message"": ""400: Bad Request"",   ""errorClass"": ""InvalidRequestEntityException"",   ""description"": ""Validation failed"",   ""items"": [     ""SearchQuery.locale may not be null"",     ""SearchQuery.domain may not be null"",     ""SearchQuery.departurePosition may not be null"",     ""SearchQuery.outboundDate may not be null"",     ""SearchQuery.resultFormat may not be null"",     ""SearchQuery.arrivalPosition may not be null"",     ""SearchQuery.currency may not be null""   ] }"				
I tried your http post request in Postman and got this. Here is the list of search parameter that you are not sending but those fields must be validated.				
To AkhterAlaminFarhan i have tried with parameter you suggested. but still no luck.				
Could you post the stack trace?				
"To JesseBuss edited, Thanks mate :)"	)			
where is your logcat error ?	logcat			
Too much code. Just add the code segment where the error is occurring.				
are you getting any exception. please share the stack trace and it would be helpful.				
"do you have to set the content-type before sending? That is frequently an issue when sending to a web API. If you look at the return code received from the site, it may give you a hint."				
"Unfortunately pretty much every class has API methods in it, as the entire project is an API, and like I said, I would still like to have the checks so I don't want to just suppress everything. I could migrate the methods all into one class and then reference them from other locations, but that seems excessive to me. Maybe there's an To interface in java that already has this functionality?"				
"IntelliJ IDEA 2017.2 will have some improvements in this regard, for instance, entry points will not be analyzed for unused/visibility/same return value. Keeping API in a separate package seems to be a good solution, or keeping implementation classes in ,impl, subdirectories and using the inspection scope to analyze only classes in ,impl,."	2017.2			
"Thanks for the advice. For now I ended up just adding all of the methods as entry points, going through each warning to make sure they were all correct, and right clicking each section from the ""analyze code"" and batch adding the suppress warnings. It shouldn't be too much of a hassle if I do this before I push each major update, but I'm still looking for a simpler/cleaner solution. I took a brief glance over the the 2017.2 update summary, and it looks like you're right, hopefully it will be solved soon."				
"I honestly think the best solution would be a way to link the other projects to it. That way you could still have all of the checks work and you wouldn't have to label anything as being an API. Normally I would just add them as a module of the project, but it's a pain with Maven."	it			
Do you have any java class like this?	this			
"To KiranKumar, ,JSR353, provided an api to read the contents of a ,json, file. We can read the ,json, using two(stream,object) models. When I am using object model I want to know how the tree is constructed for the given ,json, file in the ,JVM"	json			
"What do you mean by 'indexing', what do you want to achieve with this?"	this			
"To Ivan Priorin Yes i looked this question but is an old version of lucene. There are many changes in current version(Lucene 6.5.0). For example im writing this line of code ,IndexWriter writer = new IndexWriter(index, analyzer, true, new IndexWriter.MaxFieldLength(25000));, and im getting an error. In older versions this line is fine"				
"If willing to get quality answers, do mention in your question that it is a compile time error and on which line.Its not clear from your question as what kind of error you face by looking at static code. Your question becomes valid once you do that."				
"are you sure you have kept the port number in your localhost ? Just like   return paypal.request.post(',localhost:8080/api/createpayment',)."				
So you have added 8080 that during the http post ? Since i don't see them in your code.				
"I added that. Now I can access my API. Network Tab is showing response but I am getting ,Access Control Allow Origin, error in console."				
"I Just Wrote My Own CORS Filter to handle CORS Request and that solved my problem. Before that I have apache configured apache CORS filter in ,web.xml, provided by tomcat container (,tomcat.apache.org/tomcat-7.0-doc/config/filter.html#CORS_Filter,). I was wondering why this apache CORS is not handling this Paypal request."				
"What's wrong with ,progressBar.setProgress(progressStatus),?"	progressBar.setProgress(progressStatus)			
"Yes, and any other code related to progress bar, is there any other method to make this work?"	Yes			
"thx for the advice, i made some changes to tha code as following (got rid of the whil instace and the thread) progressStatus = value.asInt(); handler.post(new Runnable() {        public void run() {                                         progressBar.setProgress(progressStatus);                                     }                                 });"				
"I tried using the ,IClientMessageInspector, to be honest. But I was somehow puzzled on how to pass my three variables above as ,USER_AGENT_HTTP_HEADER, as string. I have updated the question with my code. My project is a console application by the way."				
"It is a little more involved.  This link gives more information: ,msdn.microsoft.com/en-us/library/ms733786(v=vs.110).aspx, Basically you set your 3 variables as properties when you create your instance of your ,IClientMessageInspector, implementation."				
What part does not work?				
"It is switching directly to the MainSyncTask, even if i'm logging in with the last username (userId is the same, received from the API), and savedUserId.equals(currentUserId) should return true and execute the Intent. last userId is properly store in the sharedpreferences db, check with Stecho . Edited my question with the issue, stupid me, ups."	MainSyncTask			
"Try to store the current userid before executing mainAsyncTask, inside the else statement. Also you don't need the if after else, and maybe would be better to use android:noHistory in your manifest instead of finishing the activity after launching the new one."	androidnoHistory			
"This is the correct answer, although could be worded better. The OP is referring to the filtering options on the Logging API call. It is not used in dialog code. Fuzzy matching may offer similar functionality (but is not lev distance). It's also currently BETA, so don't assume it will work as expected until GA."	(but			
Thanks for your reply. Sorry I do not know how to get the tweets from specified user? We can not set the time by using twitter.getUserTimeline() right?	twitter.getUserTimeline()			
I think we can't specify date/time in timeline API	date/time			
What does the Exception tell you?	Exception			
"the api url should post this url ,api.themoviedb.org/3/movie/popular?api_key=xxxxx"	api.themoviedb.org/3/movie/popularapi_key=xxxxx			
note xxxx is api key that I should not show it.	I			
Whats the question?	question			
"I ,guessed, that the problem was the garbage output in the console, but could you explain it more clearly in your own words, in a way that is not only visible in a screenshot attachment?"	console			
Yes ! I have remove gzip param from the header and it's work perfectly. Thanks you very much.	param			
what exactly is not working? did you add the required permissions in the manifest? did the user allow permissions after installation?	permissions			
"In my manifest I have this:      <uses-permission android:name=""android.permission.ACCESS_FINE_LOCATION"" />     <uses-permission android:name=""android.permission.ACCESS_COARSE_LOCATION"" />"	<uses-permission			
"It's for Activities only, I've tried it but I can't use it in my Service class??"				
"What do you mean by manipulation? Do you want to load your ,JSON, data in some kind of datastructure (e.g. ,deserialize, the data)? Can you show as any code? Please clarify your question."	manipulation			
"The Above result is from an API. and its is in JSON result. I am able to retrieve all the data but i need only the coordinates part to perform some kind of calculation. more precisely , i want to load JSON data in some kind of data structure."	JSON			
Thank you. I am now able to retrieve the API result but more precisely i wanted to retrieve the Coordinates parts. How do i do this. The Coordinates are in a nested Array i guess.				
the whole response is a json object. In which u need to search geometry and than a json array coordinates. I can help u if u give me the url and access key	json			
Please post your stacktrace	stacktrace			
