string1   	string2	Entity	Performance	Usability	Security	polarity
NULL	"Thanks a lot for your reply. Hi Gilbert, Using the google products api the GS1 -128 , uPC , ean cannot be be searched. I tried this but it did not give me any output. could you please give me any example where i can substitute my key and get result?  "	-128	0	0	0	0
NULL	"Thanks a lot for your reply. Hi Gilbert, Using the google products api the GS1 -128 , uPC , ean cannot be be searched. I tried this but it did not give me any output. could you please give me any example where i can substitute my key and get result?  "	uPC	0	0	0	0
"Thanks a lot for your reply. Hi Gilbert, Using the google products api the GS1 -128 , uPC , ean cannot be be searched. I tried this but it did not give me any output. could you please give me any example where i can substitute my key and get result?   "	"But this does not produce a specific result. For example if I search in Amazon using their api for a upc=013803123784 , I get a specific camera result. How can i find a specific item when searching using UPC_A, UPC_E, EAN_8 , EAN_13, GS1_128 etc barcodes ? Can we use this foramt of link to achieve a specific result?  ,googleapis.com/shopping/search/v1/public/products/5968952/gid ,)  "	GS1	0	0	0	0
"Thanks a lot for your reply. Hi Gilbert, Using the google products api the GS1 -128 , uPC , ean cannot be be searched. I tried this but it did not give me any output. could you please give me any example where i can substitute my key and get result?   "	"But this does not produce a specific result. For example if I search in Amazon using their api for a upc=013803123784 , I get a specific camera result. How can i find a specific item when searching using UPC_A, UPC_E, EAN_8 , EAN_13, GS1_128 etc barcodes ? Can we use this foramt of link to achieve a specific result?  ,googleapis.com/shopping/search/v1/public/products/5968952/gid ,)  "	-128	0	1	0	0
"Thanks a lot for your reply. Hi Gilbert, Using the google products api the GS1 -128 , uPC , ean cannot be be searched. I tried this but it did not give me any output. could you please give me any example where i can substitute my key and get result?   "	"But this does not produce a specific result. For example if I search in Amazon using their api for a upc=013803123784 , I get a specific camera result. How can i find a specific item when searching using UPC_A, UPC_E, EAN_8 , EAN_13, GS1_128 etc barcodes ? Can we use this foramt of link to achieve a specific result?  ,googleapis.com/shopping/search/v1/public/products/5968952/gid ,)  "	uPC	0	0	0	0
"I remember we recently had something similar. You need to make sure your AWS IAM AccessKey/Secret are from the same region as you are making the request. So if you are calling sellingpartnerapi-eu.amazon.com then region is eu-west1. All credentials need also be eu-west1. The keyword ""Credential Scope"" was important in our case and this section of the documentation helped: ,github.com/amzn/selling-partner-api-docs/blob/main/guides/en-USNULL"	"Restricted Data tokens will be required for this access around July 2022.  So, while it works now, it won't in the future. Did you ever get the restricted resource endpoint working?  Struggling with it now.  "	keyword	0	0	0	0
"I remember we recently had something similar. You need to make sure your AWS IAM AccessKey/Secret are from the same region as you are making the request. So if you are calling sellingpartnerapi-eu.amazon.com then region is eu-west1. All credentials need also be eu-west1. The keyword ""Credential Scope"" was important in our case and this section of the documentation helped: ,github.com/amzn/selling-partner-api-docs/blob/main/guides/en-USNULL"	"Restricted Data tokens will be required for this access around July 2022.  So, while it works now, it won't in the future. Did you ever get the restricted resource endpoint working?  Struggling with it now.  "	July	0	0	0	0
The documentation says to use close(). I don't quite understand what that comment on the deprecated annotation actually means.   	Closeable is just an interface and close() is an abstract method that is empty on the implementation override. How is that going to close anything?	close()	0	1	0	0
The documentation says to use close(). I don't quite understand what that comment on the deprecated annotation actually means.   	Closeable is just an interface and close() is an abstract method that is empty on the implementation override. How is that going to close anything?	close()	0	1	0	0
"How do I do the Google transliteration from within my swing application. Please can you make this simple for me, by explaining the details. Also is there any other method for Google transliteration without using Rhino   "	"The simplest way is to call their REST api directly, like in the example above.  Just set the ,ime, and ,text, parameters to your input (to select the languages and set the text to transliterate), make the call with HttpUrlConnection (or any other java HTTP client) and parse the JSON string it returns. I was half joking about the Rhino thing - it would work, but is a ridiculously complicated way of doing it.  "	REST	0	1	0	0
"How do I do the Google transliteration from within my swing application. Please can you make this simple for me, by explaining the details. Also is there any other method for Google transliteration without using Rhino   "	"The simplest way is to call their REST api directly, like in the example above.  Just set the ,ime, and ,text, parameters to your input (to select the languages and set the text to transliterate), make the call with HttpUrlConnection (or any other java HTTP client) and parse the JSON string it returns. I was half joking about the Rhino thing - it would work, but is a ridiculously complicated way of doing it.  "	client)	0	1	0	0
""" I would post a pic of the image displayed, but it says I have to have more reputation to post images."", You could always post a link from an image hosting site. From my experience, half the time, some nice person with enough rep will forward that link to this post :)   "	"Doesn't this fail for two rectangles with these parameters: ,0, 0, 1, 1, and ,2, 2, 4, 4,. The ,intersects, method states that those rectangles intersect.  "	0	0	0	0	0
""" I would post a pic of the image displayed, but it says I have to have more reputation to post images."", You could always post a link from an image hosting site. From my experience, half the time, some nice person with enough rep will forward that link to this post :)   "	"Doesn't this fail for two rectangles with these parameters: ,0, 0, 1, 1, and ,2, 2, 4, 4,. The ,intersects, method states that those rectangles intersect.  "	1	0	0	0	0
""" I would post a pic of the image displayed, but it says I have to have more reputation to post images."", You could always post a link from an image hosting site. From my experience, half the time, some nice person with enough rep will forward that link to this post :)   "	"Doesn't this fail for two rectangles with these parameters: ,0, 0, 1, 1, and ,2, 2, 4, 4,. The ,intersects, method states that those rectangles intersect.  "	1	0	0	0	0
""" I would post a pic of the image displayed, but it says I have to have more reputation to post images."", You could always post a link from an image hosting site. From my experience, half the time, some nice person with enough rep will forward that link to this post :)   "	"Doesn't this fail for two rectangles with these parameters: ,0, 0, 1, 1, and ,2, 2, 4, 4,. The ,intersects, method states that those rectangles intersect.  "	2	0	0	0	0
""" I would post a pic of the image displayed, but it says I have to have more reputation to post images."", You could always post a link from an image hosting site. From my experience, half the time, some nice person with enough rep will forward that link to this post :)   "	"Doesn't this fail for two rectangles with these parameters: ,0, 0, 1, 1, and ,2, 2, 4, 4,. The ,intersects, method states that those rectangles intersect.  "	2	0	0	0	0
""" I would post a pic of the image displayed, but it says I have to have more reputation to post images."", You could always post a link from an image hosting site. From my experience, half the time, some nice person with enough rep will forward that link to this post :)   "	"I just hand drew this scenario on graph paper and they do intersect. 0,0,1,1 means that the center of the rectangle is at (0,0). 1 is the width, and 1 is the height. This gives a square whose upper right corner is at (.5,.5). A rectangle centered at (2,2) with a width and height of four means that its lower left corner is at (0,0).  "	rectangle	0	1	0	0
""" I would post a pic of the image displayed, but it says I have to have more reputation to post images."", You could always post a link from an image hosting site. From my experience, half the time, some nice person with enough rep will forward that link to this post :)   "	"I just hand drew this scenario on graph paper and they do intersect. 0,0,1,1 means that the center of the rectangle is at (0,0). 1 is the width, and 1 is the height. This gives a square whose upper right corner is at (.5,.5). A rectangle centered at (2,2) with a width and height of four means that its lower left corner is at (0,0).  "	width	0	1	0	0
NULL	How do you put the protocol spec in one class and have an encoder and decoder derive from it?	decoder	0	0	0	0
NULL	How do you put the protocol spec in one class and have an encoder and decoder derive from it?	it	0	0	0	0
NULL	"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic  "	opinions	0	0	0	0
NULL	"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic  "	best	0	0	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	Could you please provide an example of JPA annotation that can be used in RESTful API client?	opinions	0	0	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	Could you please provide an example of JPA annotation that can be used in RESTful API client?	best	0	0	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	Its in dao layer i mentioned.for pure rest client there are lot of options depending on your ease of use ranging from apache http client api to jax rs 2.0 complaint apis.	opinions	0	1	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	Its in dao layer i mentioned.for pure rest client there are lot of options depending on your ease of use ranging from apache http client api to jax rs 2.0 complaint apis.	best	0	1	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	Do you mean annotations like org.springframework.data.rest.core.annotation.RepositoryRestResource or something like javax.persistence.PersistenceContext?	opinions	0	0	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	Do you mean annotations like org.springframework.data.rest.core.annotation.RepositoryRestResource or something like javax.persistence.PersistenceContext?	best	0	0	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	Do you mean annotations like org.springframework.data.rest.core.annotation.RepositoryRestResource or something like javax.persistence.PersistenceContext?	org.springframework.data.rest.core.annotation.RepositoryRestResource	0	0	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	i meant java persistance annotations	opinions	0	0	0	0
"Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   "	i meant java persistance annotations	best	0	0	0	0
NULL	Option 1. This will allow for changes in available roles easily vs option 2.	1	0	0	0	0
NULL	Option 1. This will allow for changes in available roles easily vs option 2.	This	0	1	0	0
"Actually, REST says to treat URLs as opaque. There's no such thing as a ""RESTful URL"". Please don't conflate hackable URL best practices with REST constraints.   "	"I have, in fact. Please point out where in the dissertation it suggests that REST URLs should contain semantically meaningful information for the client? I would also refer you to the horse's mouth: ,roy.gbiv.com/untangled/2008/rest-apis-must-be-hypertext-driven  "	URLs	0	0	0	0
"Actually, REST says to treat URLs as opaque. There's no such thing as a ""RESTful URL"". Please don't conflate hackable URL best practices with REST constraints.   "	"I have, in fact. Please point out where in the dissertation it suggests that REST URLs should contain semantically meaningful information for the client? I would also refer you to the horse's mouth: ,roy.gbiv.com/untangled/2008/rest-apis-must-be-hypertext-driven  "	REST	0	0	0	0
"Actually, REST says to treat URLs as opaque. There's no such thing as a ""RESTful URL"". Please don't conflate hackable URL best practices with REST constraints.   "	"I've already provided a link to the section which discusses this. It states plainly 'The key abstraction of information in REST is a resource. Any information that can be named can be a resource: a document or image, a temporal service (e.g. ""today's weather in Los Angeles""), a collection of other resources, a non-virtual object (e.g. a person), and so on. In other words, any concept that might be the target of an author's hypertext reference must fit within the definition of a resource. A resource is a conceptual mapping to a set of entities...'  "	URLs	0	0	0	0
"Actually, REST says to treat URLs as opaque. There's no such thing as a ""RESTful URL"". Please don't conflate hackable URL best practices with REST constraints.   "	"I've already provided a link to the section which discusses this. It states plainly 'The key abstraction of information in REST is a resource. Any information that can be named can be a resource: a document or image, a temporal service (e.g. ""today's weather in Los Angeles""), a collection of other resources, a non-virtual object (e.g. a person), and so on. In other words, any concept that might be the target of an author's hypertext reference must fit within the definition of a resource. A resource is a conceptual mapping to a set of entities...'  "	REST	0	0	0	0
The error message is related to a malformed JSON. Could you add the json content to the question?   	"Which service layer should i change ,StudentService, or ,RegistrationService,  ,StudentService.java  "	StudentService	0	0	0	0
The error message is related to a malformed JSON. Could you add the json content to the question?   	"Which service layer should i change ,StudentService, or ,RegistrationService,  ,StudentService.java  "	RegistrationService	0	0	0	0
"It's a bit unclear on what you're trying to do, and this code is incomplete. The ,docs, say that refreshing a token is handled automatically.   "	"Hello To ChristopherSchneider, thank you for your reply.  I updated my question with additional code that I have been using.  This is my first attempt at using the Google API so I am just aiming at printing labels.  To your point, I tried to skip the refreshToken() call since Google would handle automatically but ended up getting the same error further down, when calling the execute().  Do you see anything else that I would be missing or doing wrong ?  "	Google	0	0	0	0
"It's a bit unclear on what you're trying to do, and this code is incomplete. The ,docs, say that refreshing a token is handled automatically.   "	"Hello To ChristopherSchneider, thank you for your reply.  I updated my question with additional code that I have been using.  This is my first attempt at using the Google API so I am just aiming at printing labels.  To your point, I tried to skip the refreshToken() call since Google would handle automatically but ended up getting the same error further down, when calling the execute().  Do you see anything else that I would be missing or doing wrong ?  "	execute()	0	1	0	0
"It's a bit unclear on what you're trying to do, and this code is incomplete. The ,docs, say that refreshing a token is handled automatically.   "	"To Mahefa you may add 'scopes' => [Google_Service_Sheets::DRIVE, Google_Service_Sheets::SPREADSHEETS], in your google config  "	'scopes'	0	1	0	0
"It's a bit unclear on what you're trying to do, and this code is incomplete. The ,docs, say that refreshing a token is handled automatically.   "	"To Mahefa you may add 'scopes' => [Google_Service_Sheets::DRIVE, Google_Service_Sheets::SPREADSHEETS], in your google config  "	[Google_Service_SheetsDRIVE	0	0	0	0
I have upgraded to Play 1.2.4 with no success   	I have upgraded to Play 1.2.4 and that has not helped. Are there any details in your config file that you have changed?	Play	0	0	0	0
I have upgraded to Play 1.2.4 with no success   	I have upgraded to Play 1.2.4 and that has not helped. Are there any details in your config file that you have changed?	Play	0	0	0	0
Have you solve your problem? To user1536747   	"I have java 1.8 JRE and JDK installed. My VirtualMachine.list() returned an empty list when I ran it from Eclipse using the JRE. When I changed the JRE version to the JDK version on the build path, it suddenly listed all my running java applications.  "	JRE	0	0	0	0
Have you solve your problem? To user1536747   	"I have java 1.8 JRE and JDK installed. My VirtualMachine.list() returned an empty list when I ran it from Eclipse using the JRE. When I changed the JRE version to the JDK version on the build path, it suddenly listed all my running java applications.  "	JDK	0	0	0	0
Have you solve your problem? To user1536747   	"I have java 1.8 JRE and JDK installed. My VirtualMachine.list() returned an empty list when I ran it from Eclipse using the JRE. When I changed the JRE version to the JDK version on the build path, it suddenly listed all my running java applications.  "	My	0	0	0	0
Have you solve your problem? To user1536747   	"I have java 1.8 JRE and JDK installed. My VirtualMachine.list() returned an empty list when I ran it from Eclipse using the JRE. When I changed the JRE version to the JDK version on the build path, it suddenly listed all my running java applications.  "	VirtualMachine.list()	0	0	0	0
NULL	"Well, Im mostly looking for definitions, such as String definition = SomeLibraryName.defineWord(""apple"");  "	String	0	0	0	0
NULL	"Well, Im mostly looking for definitions, such as String definition = SomeLibraryName.defineWord(""apple"");  "	SomeLibraryName.defineWord(apple)	0	0	0	0
NULL	"I don't think that there is a ,straight, forward way to do so. However  you may try to convert .apk to .jar and .class to .java (decompile).  "	apk	0	0	0	0
NULL	"I don't think that there is a ,straight, forward way to do so. However  you may try to convert .apk to .jar and .class to .java (decompile).  "	jar	0	0	0	0
NULL	"I don't think that there is a ,straight, forward way to do so. However  you may try to convert .apk to .jar and .class to .java (decompile).  "	class	0	0	0	0
"i don't understand what you are trying to accomplish.  are you trying to get the build to break if incompatible versions are required?  or, are you trying to get maven to resolve the older version...?   "	You want the OP to change the artifact ID of an object when its major version changes? That seems extreme...	maven	0	0	0	0
"i don't understand what you are trying to accomplish.  are you trying to get the build to break if incompatible versions are required?  or, are you trying to get maven to resolve the older version...?   "	You want the OP to change the artifact ID of an object when its major version changes? That seems extreme...	OP	0	0	0	0
"i don't understand what you are trying to accomplish.  are you trying to get the build to break if incompatible versions are required?  or, are you trying to get maven to resolve the older version...?   "	Wouldn't that simple result in two versions of the same library included in the classpath? TheLib1.jar and TheLib2.jar? The idea was to generate an error.	maven	0	0	0	0
"i don't understand what you are trying to accomplish.  are you trying to get the build to break if incompatible versions are required?  or, are you trying to get maven to resolve the older version...?   "	Wouldn't that simple result in two versions of the same library included in the classpath? TheLib1.jar and TheLib2.jar? The idea was to generate an error.	TheLib1.jar	0	1	0	0
"i don't understand what you are trying to accomplish.  are you trying to get the build to break if incompatible versions are required?  or, are you trying to get maven to resolve the older version...?   "	Wouldn't that simple result in two versions of the same library included in the classpath? TheLib1.jar and TheLib2.jar? The idea was to generate an error.	TheLib2.jar	0	1	0	0
"For your consideration - ,c2.com/cgi/wiki?SingletonsAreEvil   "	"Well I have question then : If I use this, then should I put a singleton in my ,MyServiceApi, class to always have it the same through all my project (and so, removing the constructors parameters, and adding getters/setters) ?  "	MyServiceApi	0	1	0	0
"For your consideration - ,c2.com/cgi/wiki?SingletonsAreEvil   "	"Well I have question then : If I use this, then should I put a singleton in my ,MyServiceApi, class to always have it the same through all my project (and so, removing the constructors parameters, and adding getters/setters) ?  "	getters/setters)	0	1	0	0
"For your consideration - ,c2.com/cgi/wiki?SingletonsAreEvil   "	"Well I'm thinking a bit out loud, but if I do it with a singleton, I should just ignore the Dependency injection and call something like ,return myServiceApi.getInstance().send(..), in my ,UsersApi, or ,ItemsApi,, right?  "	return	0	1	0	0
"For your consideration - ,c2.com/cgi/wiki?SingletonsAreEvil   "	"Well I'm thinking a bit out loud, but if I do it with a singleton, I should just ignore the Dependency injection and call something like ,return myServiceApi.getInstance().send(..), in my ,UsersApi, or ,ItemsApi,, right?  "	myServiceApi.getInstance().send(..)	0	1	0	0
what have you tried?  do you have any code?  How are we supposed to know whats going on when you've given us nothing but an error code?   	"Thank you. I am using Amazon Product Advertising API. Since its a service owned by Amazon they do not allow continuous access of the service. I mean it works when I give sleep time of two seconds, but I was thinking is there another way so that I don't have to wait 2 seconds after each API call? To make the connection I am using URLConnection. I have added the code.  "	Amazon	0	1	0	0
what have you tried?  do you have any code?  How are we supposed to know whats going on when you've given us nothing but an error code?   	"Thank you. I am using Amazon Product Advertising API. Since its a service owned by Amazon they do not allow continuous access of the service. I mean it works when I give sleep time of two seconds, but I was thinking is there another way so that I don't have to wait 2 seconds after each API call? To make the connection I am using URLConnection. I have added the code.  "	URLConnection	0	1	0	0
"If the server is running Plugin.jar, you can create public methods inside its classes and allow devs to use them, importing them in their project. So you can have a ,PluginAPI, class with the method ,apiMethod(), inside Plugin.jar and it'll work as an API (you said that people will need your plugin running anyway)   "	"Take as an example the ProtocolLib Library, it runs inside the server, but the same jar is used as the API  "	apiMethod()	0	1	0	0
"If the server is running Plugin.jar, you can create public methods inside its classes and allow devs to use them, importing them in their project. So you can have a ,PluginAPI, class with the method ,apiMethod(), inside Plugin.jar and it'll work as an API (you said that people will need your plugin running anyway)   "	"Take as an example the ProtocolLib Library, it runs inside the server, but the same jar is used as the API  "	ProtocolLib	0	1	0	0
"I've had the same problem, you can see my solution here: ,stackoverflow.com/questions/54932485NULL"	I have tried both POST and PUT methods. I think the problem is in the wrong structure of my request.	POST	0	0	0	0
"I've had the same problem, you can see my solution here: ,stackoverflow.com/questions/54932485NULL"	I have tried both POST and PUT methods. I think the problem is in the wrong structure of my request.	PUT	0	1	0	0
"This may be applicable for Programming language where you wil have some base, how about a new tool or Google MAP API?   "	"When I start using API, I'm getting lost by the way CLASSES and METHODS and INTERFACES linked together..How to avoid this?  "	API	0	1	0	0
"This may be applicable for Programming language where you wil have some base, how about a new tool or Google MAP API?   "	"When I start using API, I'm getting lost by the way CLASSES and METHODS and INTERFACES linked together..How to avoid this?  "	METHODS	0	0	0	0
NULL	"for sure i have tried to do that, but i didn't got the results i desire, because as you see in my code i want a URL with a city code and i will just change the code and that wasn't supported in the Google search generated websites  "	that	0	0	0	0
NULL	"for sure i have tried to do that, but i didn't got the results i desire, because as you see in my code i want a URL with a city code and i will just change the code and that wasn't supported in the Google search generated websites  "	URL	0	0	0	0
NULL	"the original request uses GET, not POST  "	GET	0	0	0	0
NULL	"the original request uses GET, not POST  "	POST	0	0	0	0
"the original request uses GET, not POST   "	Thank you missed that. I will edit my answer to match	GET	0	0	0	0
"the original request uses GET, not POST   "	Thank you missed that. I will edit my answer to match	POST	0	0	0	0
NULL	"If you change a property of a Resource, your clients will have to deal with it. So there will be some influence.  "	Resource	0	0	0	0
NULL	"If you change a property of a Resource, your clients will have to deal with it. So there will be some influence.  "	it	0	0	0	0
"You can publish the API in an interface and make all implementations package local, for instance. Also, this is not true that a Java source file requires a public class: your class can be package local. You can declare ,class XX {}, in XX.java. This means XX will only be accessible from the same pacakge.   "	"... and I have been using frameworks for long enough to have seen seriously flawed use of visibilities in almost every one of them. I think it is not a bad thing if ""everything that you expose will be used"". Of course, if you declare everything private you have the freedom to change everything at your discretion any time. But to me that is a bit of too black&white. Let users use the code you have written! - Otherwise they will either keep re-inventing wheels or will derive their own version of your sources which eliminates the possibility to update later.  "	Java	0	1	0	0
"You can publish the API in an interface and make all implementations package local, for instance. Also, this is not true that a Java source file requires a public class: your class can be package local. You can declare ,class XX {}, in XX.java. This means XX will only be accessible from the same pacakge.   "	"... and I have been using frameworks for long enough to have seen seriously flawed use of visibilities in almost every one of them. I think it is not a bad thing if ""everything that you expose will be used"". Of course, if you declare everything private you have the freedom to change everything at your discretion any time. But to me that is a bit of too black&white. Let users use the code you have written! - Otherwise they will either keep re-inventing wheels or will derive their own version of your sources which eliminates the possibility to update later.  "	visibilities	0	1	0	0
"You can publish the API in an interface and make all implementations package local, for instance. Also, this is not true that a Java source file requires a public class: your class can be package local. You can declare ,class XX {}, in XX.java. This means XX will only be accessible from the same pacakge.   "	"I second that; especially the 'extensibility' part, of course :) - However, it seems to me that many programmers fail to (fore-)see why and how users will want to extend their code - and a single method or field carelessly declared ,private, (or even lazily 'declared' package-private) can exclude a whole lot of useful extensibility. Thus, I endorse ,careful, and reflected use of visibilites; and in that, I think, we agree after all.  "	Java	0	0	0	0
"You can publish the API in an interface and make all implementations package local, for instance. Also, this is not true that a Java source file requires a public class: your class can be package local. You can declare ,class XX {}, in XX.java. This means XX will only be accessible from the same pacakge.   "	"I second that; especially the 'extensibility' part, of course :) - However, it seems to me that many programmers fail to (fore-)see why and how users will want to extend their code - and a single method or field carelessly declared ,private, (or even lazily 'declared' package-private) can exclude a whole lot of useful extensibility. Thus, I endorse ,careful, and reflected use of visibilites; and in that, I think, we agree after all.  "	visibilites	0	1	0	0
"I would recommend using this ,PayPal PHP SDK, instead.  It uses the Classic API, but it has samples/templates that are fully functional and ready to go.  GetBalance is the easiest call, of course, and the sample itself would work for you out of the box.  ,Click here for a look at the GetBalance sample,.   "	"Exactly, login to the PayPal account, and find ""API access"" under the ""profile"" tab  "	GetBalance	0	0	0	0
"I would recommend using this ,PayPal PHP SDK, instead.  It uses the Classic API, but it has samples/templates that are fully functional and ready to go.  GetBalance is the easiest call, of course, and the sample itself would work for you out of the box.  ,Click here for a look at the GetBalance sample,.   "	"Exactly, login to the PayPal account, and find ""API access"" under the ""profile"" tab  "	API	0	1	0	0
NULL	"possible duplicate of ,IllegalArgumentException or NullPointerException for a null parameter?  "	IllegalArgumentException	0	0	0	0
NULL	"possible duplicate of ,IllegalArgumentException or NullPointerException for a null parameter?  "	NullPointerException	0	0	0	0
"possible duplicate of ,IllegalArgumentException or NullPointerException for a null parameter?   "	Let your software crash. Trying to carry on after all exceptions doesn't work.	IllegalArgumentException	0	0	0	0
"possible duplicate of ,IllegalArgumentException or NullPointerException for a null parameter?   "	Let your software crash. Trying to carry on after all exceptions doesn't work.	NullPointerException	0	0	0	0
"possible duplicate of ,IllegalArgumentException or NullPointerException for a null parameter?   "	I think not catching the Runntimeexception is the best answer. Thanks.	IllegalArgumentException	0	0	0	0
"possible duplicate of ,IllegalArgumentException or NullPointerException for a null parameter?   "	I think not catching the Runntimeexception is the best answer. Thanks.	NullPointerException	0	0	0	0
"the v3 seems extremely restrictive compared to the v2闂?To get full video infos, you need to be authenticated; did I read it right ?!!!   "	or there should be the possibility to chain api calls on googles server: search.list to videos.list	v3	0	1	0	0
"the v3 seems extremely restrictive compared to the v2闂?To get full video infos, you need to be authenticated; did I read it right ?!!!   "	or there should be the possibility to chain api calls on googles server: search.list to videos.list	googles	0	1	0	0
"move word ""new"" outside loop, to create less objects looks doable and/or tweak environment eg. java -Xmx256m to java -Xmx512m   "	"Helpful comment. I already call the GC once memory breaches certain threshold, but this does not seems to helping me. You pointed that the Objects creation is the culprit. It might be. As I saw some BigDecimal classes in stack trace along with classes I created.  "	GC	0	0	0	0
"move word ""new"" outside loop, to create less objects looks doable and/or tweak environment eg. java -Xmx256m to java -Xmx512m   "	"Helpful comment. I already call the GC once memory breaches certain threshold, but this does not seems to helping me. You pointed that the Objects creation is the culprit. It might be. As I saw some BigDecimal classes in stack trace along with classes I created.  "	BigDecimal	0	0	0	0
"I think the ""only one way"" mentality is more descriptive of the Python design philosophy than that of Java.   "	Great answer. I think (in defence of the String replace example) that the addition of functionality when new features (i.e. regex) are added to the core APIs is a good thing. But you are correct of course that this may add confusion unless very clearly documented	Python	0	1	0	0
"I think the ""only one way"" mentality is more descriptive of the Python design philosophy than that of Java.   "	Great answer. I think (in defence of the String replace example) that the addition of functionality when new features (i.e. regex) are added to the core APIs is a good thing. But you are correct of course that this may add confusion unless very clearly documented	Java	0	0	0	0
"I think the ""only one way"" mentality is more descriptive of the Python design philosophy than that of Java.   "	Ive found myself doing the very same thing - after like 15 iterations of going from new Date().getTime() to Calendar.setTime() and back again you get really compelled to just make your own class that does all the boilerplate for you...	Date().getTime()	0	1	0	0
"I think the ""only one way"" mentality is more descriptive of the Python design philosophy than that of Java.   "	Ive found myself doing the very same thing - after like 15 iterations of going from new Date().getTime() to Calendar.setTime() and back again you get really compelled to just make your own class that does all the boilerplate for you...	Calendar.setTime()	0	1	0	0
"I think the ""only one way"" mentality is more descriptive of the Python design philosophy than that of Java.   "	You are increasing the amount of information that someone reading your code needs to remember. What does flexibility does ymd (less typing?) or date(?) provide that yearMonthDay doesn't provide? Would you give a member variable 3 names and allow a developer to choose which one to use?	Java	0	1	0	0
"I think the ""only one way"" mentality is more descriptive of the Python design philosophy than that of Java.   "	You are increasing the amount of information that someone reading your code needs to remember. What does flexibility does ymd (less typing?) or date(?) provide that yearMonthDay doesn't provide? Would you give a member variable 3 names and allow a developer to choose which one to use?	doesn't	0	1	0	0
"Regardless of the answer, don't forget to unit-test the functionality before and after.   "	"Source/Clean Up sure does change code. It will, for example, add getters and setters.  "	getters	0	1	0	0
"Regardless of the answer, don't forget to unit-test the functionality before and after.   "	"Source/Clean Up sure does change code. It will, for example, add getters and setters.  "	setters	0	1	0	0
NULL	Try using Wireshark to see how the actual HTTP request is different.	Wireshark	0	1	0	0
NULL	Try using Wireshark to see how the actual HTTP request is different.	HTTP	0	1	0	0
"You can use our product Gnostice PDFOne (for Java) and here is our PDF printing demo - ,How to Print a PDF Document in Java,. PDFOne comes with a royalty-free commercial license.   "	"If you don't want the dialog, you need not call the PDFPrinter.showPrintDialog() method. Instead, call the PdfPrinter.print(String pageRange, int numOfCopies) method. It is mentioned in the article in the last line.  "	PDFPrinter.showPrintDialog()	0	0	0	0
"You can use our product Gnostice PDFOne (for Java) and here is our PDF printing demo - ,How to Print a PDF Document in Java,. PDFOne comes with a royalty-free commercial license.   "	"If you don't want the dialog, you need not call the PDFPrinter.showPrintDialog() method. Instead, call the PdfPrinter.print(String pageRange, int numOfCopies) method. It is mentioned in the article in the last line.  "	PdfPrinter.print(StringpageRangeint	0	0	0	0
"You can use our product Gnostice PDFOne (for Java) and here is our PDF printing demo - ,How to Print a PDF Document in Java,. PDFOne comes with a royalty-free commercial license.   "	"If you don't want the dialog, you need not call the PDFPrinter.showPrintDialog() method. Instead, call the PdfPrinter.print(String pageRange, int numOfCopies) method. It is mentioned in the article in the last line.  "	method	0	0	0	0
"If you don't want the dialog, you need not call the PDFPrinter.showPrintDialog() method. Instead, call the PdfPrinter.print(String pageRange, int numOfCopies) method. It is mentioned in the article in the last line.   "	But i still need a solution for MS office files!	PDFPrinter.showPrintDialog()	0	1	0	0
