string1   	string2	Entity	Performance	Usability	Security	Others	Sentiment
are you sure you have kept the port number in your localhost ? Just like   return paypal.request.post(',localhost:8080/api/createpayment',).   	Yes. I am using Tomcat Server and My Port number is 8080.	My	0	1	0	0	o
Read this blog post, on the NetworkOnMainThreadException for more information. It explains why this occurs on Android 3.0 and above.   	Let me explain you what you are doing here: ,NetworkOnMainThreadException, is the Guardian which is telling you: do not shoot at your own foot ... your solution is: let's go back to the past when there was no Guardian - now i can shoot at my foot freely  	3	0	0	0	1	o
That does not make sense from a REST perspective. You could use form parameters instead.   	"what do you mean by ""provide an example"" ? Just wrap the whole request into ,.post(), and that's all  "	that's	0	1	0	1	o
	Can we see the ReconciliationRecordBuilder class?	class	0	0	0	1	o
"At the point where you compare ,txtSpeechInput.equals(""weather""), what is the value of ,txtSpeechInput,?   "	"the value is whatever words are spoken into the google api. I want to have those words be compared and matched to hardcoded strings, like ""hello"" for example. If I say ""Hello"" txtSpeechInput will display ""Hello"" in a textview, then I want to compare it to a hardcoded string ""hello"" I hope this makes sense  "	Hello	0	0	0	1	o
I tried this solution, but it seems not to work. The exception is actually thrown but the response stream contains no data. If I try the same request with POSTMAN the response body contains the body, so it seems again a RestTemplate problem.   	I found a bug that describes the problem you have in ,jira.spring.io/browse/SPR-9999, . It is from last year but perhaps it has not been fixed yet. It suggest to use a different factory so that another client implementation will be used (RestTemplate template = new RestTemplate(new HttpComponentsClientHttpRequestFactory());  	(RestTemplate	0	0	0	1	o
can you say what ,exactly, is not working, it isn't clear   	"I tried adding this to To GetMapping and the same issue happens with it. Also just tried To RequestMapping(""/api"") undereath myTo Controller annotation and didn't work either.  "	myTo	0	1	0	1	o
Did you try annotating ,UserService, with ,To Autowired, instead of instantiating it with ,new UserService(),?   	Don't use ,new, you should inject it. Remve the ,required, and it will then probably not start anymore. Place your ,To SpringBootApplication, annotated class in ,pt.project, and restart and now it will work.  	pt.project	0	0	0	1	o
Not totally positive what you're trying to do, but I would consider using the javax.validation package.  We use the ,hibernate implementation,.  In our application we have a ,To Controller, that accepts a ,Command Object, that has its validation rules as annotations.  You'll need to write your own validation rule where that field cannot be true/false strings, consider doing a ,.equalsIgnoreCase(), and then in the controller you check to see if there were validation errors and return the http response you want.   	You can use To Pattern	javax.validation	0	1	0	0	o
You didnt mention where your server S1 is located (external/internal), and wether it needs access to the services provided by S3.   	What you are asking is what I am looking for, I think. Can you please guide me a bit more: ,stackoverflow.com/questions/43002283 , Thanks.  	Thanks	0	0	0	1	o
I'm using Spring boot 2.1.6 and jackson 2.9   	I tried to explain scenario in this question ,stackoverflow.com/questions/62019039   	2.1.6	0	0	0	0	o
have you figured it out ?   	Thank you! This saved the day yesterday	you	0	1	0	0	p
	So you want to calculate the distance between A and B	A	0	0	0	1	o
Use Java generics to solve this   	"I know what Generics are - so what you suggest is to let user override ,getEventTypes(), and let him return a list of ,EventType,s. But then user would have to instantiate a new ArrayList and add the types ""manually"" and return them. Is that the way you would do this? That'd be really simple.  "	getEventTypes()	0	1	0	0	o
Using gradle or maven is highly recommended. You'll also need to work out what dependencies they have - apache commons etc, and set these up in your build script. I'd double check with the vendor though, they must have a build script for internal use.   	Get them to do it. It's their responsibility, not yours. Strange vendor, giving away source code.  	maven	0	1	0	0	p
You should post the full error logcat in stead of just 2 lines of it   	Can you try to rename you models? ,Object, is an already defined name in java so it can cause wrong import.  	Object	0	0	0	1	o
can you post your Code?   	"I even tried placing the dlls in the System32 folder and still no luck. But my error message doesn't say anything about any particular dll but it says ""The specified module could not be found."". Wondering what is happening.  "	System32	0	0	0	1	o
	Did you enter your API key in ,google_directions_key,?  	google_directions_key	0	0	0	1	o
	Read the last sentence of the ,AutoCloseable#close(), method's javadoc.  	javadoc	0	0	0	1	o
Are you taking about the microservices structure where one application is calling other application for getting the data or you are taking about only single application, Can you clear it bit more?   	"Assuming that with the ""application"" you mean the front-end (the GUI, that runs in the browser): You do not normally want to make the database directly available through the Internet (which would be necessary to let the front-end use it directly). If you would do that, you would have a huge potential security problem, where anyone with the database credentials could do anything in the database. One of the purposes of a REST API between UI and DB is to validate input and output and manage security.  "	DB	0	1	0	0	o
I don't know what you want. What does jQuery have to do with Android and Java? Explain what you want to do.   	Honestlly even me I confused, I found the API over here : ,muslimsalat.com/api, check it please I can't understand how it works an use. This my first time with Android and API JSON  	Android	0	1	0	0	o
what  type of encryption algo are you planning to use in jwt   	This is a broad question.  Who will be your Oauth provider (i.e. AWS Cognito, Auth0, Okta, your own Keycloak, etc)?  Spring has ,some articles, on implementing this but I don't think you'll get a simple answer here.  And encrypting JWT's is not needed over an HTTPS link.  	encrypting	0	1	1	0	o
	"""can have more immediate SEO implications"". That would indeed be nice. Do we know if any search engines actually make this distinction?  "	That	0	0	0	1	o
	"JSON is a form of character string (probably either String or ,byte[], in Java), conceptually similar to XML in some ways.  If you are indeed ""passing on"" the JSON there is no need to convert (""deserialize"") it out of that character string form into the Maps and Lists that represent JSON in Java.  Though you can certainly store a group of such JSON strings in a Map or List independent of whether they've been ""deserialized"" or not.  (In the above code it's not apparent where any actual JSON data might be.)  "	XML	0	1	0	1	o
"if your project is internal, I am not sure this statement applies much ""The Java approach to APIs is that once you publish an interface, it's effectively immutable..."".  Being an internal project, you could communicate the changes to your team.  If this type of communication is not doable.  You can use factories to provide the 'correct' API depending on the client version (for backwards compatibility) so the client needs to know they are using a versioned API and include the version they are using in the request (or provide a different entry point for new versions)   "	I think that this is what the mentioned Tapestry 5 uses.	APIs	0	1	0	1	o
	did you tried adding: spring.datasource.driver-class-name=com.mysql.jdbc.Driver	spring.datasource.driver-class-name=com.mysql.jdbc.Driver	0	0	0	1	o
I think that has nothing to do with ,json, or ,okhttp,, and the error message is clear enough. I am not familiar with NPPES API, but it seems you invoke this API with wrong parameter for ,version,.   	Looks like you are trying to pass the request parameters as header, you may refer ,stackoverflow.com/a/33064793/4436914,  this code.  	json	0	0	0	0	o
Can you please elaborate, your question does not give much clarity of your problem.   	I want to find all classes with To Plugin annotation in the given package. But for some reason, the library is looking for this package in my libraries, but not in the given package  	annotation	0	0	0	1	o
html, css, and mysql aren't programming languages.   	Not entirely true about html and CSS. Yeah they're more than likely necessary, but there ARE widget based web design tools. see ,webtoolkit.eu/wt  	html	0	0	0	1	o
what is the question?   	try to print the district data in the code. It does not match with the actual json file.....some examples of mismatch are : Rohtas , Gaya , Patna etc......  	Rohtas	0	0	0	1	o
There were some great answers on this thread ,stackoverflow.com/questions/3778388NULL	I want to extract movies informations from downloaded pages. Things like title, actors, year, director, etc.  	etc	0	0	0	1	o
	"This is more broadly referred to as ""service-oriented architecture""  "	This	0	0	0	1	o
	You need to include ,androidmarketapi-0.6.jar and protobuf-java-2.2.0.jar, in CLASSPATH (cp).  	androidmarketapi-0.6.jar	0	0	0	1	o
Thanks for the answer but when I tested using swagger/postman I got response status as 200   	Not sure if OP is using Spring framework. The Answer will only work for Spring based application.	swagger/postman	0	1	0	0	o
	"Are you sure you concatenate your String in a correct way? Why ,+ Object.class, ? This returns ""class java.lang.Object"".  "	This	0	0	0	1	o
Please consider giving some feedback, maybe upvotes/accepts at some point.   	To GhostCat Done. Thanks!	GhostCat	0	0	0	1	p
	Possible duplicate of ,How to set intellij to show logs in the logs tab and not the output tab  	How	0	0	0	1	o
	where do you create the recyclerview adapter?	adapter	0	0	0	1	o
try adding jackson-core-asl and jackson-mapper-asl jars to your classpath. This should solve the issue you are facing.   	I already added  ,jackson-core-asl-1.9.2.jar, and ,jackson-mapper-asl-1.9.2.jar,. Are there different versions of those?  	jackson-core-asl-1.9.2.jar	0	1	0	1	o
Try adding To RequestBody in the post method argument: public String examplePost(To RequestBody Person p)   	Thank you, I solved my issue using Spring Boot and To RequestBody, all is well  	To	0	0	0	1	o
which value do you need?   	Have you tried using DTO generator? With DTO you can convert a json to Gson class . So that you can get the attributes directly from that class.	DTO	0	1	0	0	o
	If you created the second library, and you just need one or the other, wouldn't it be easier to just rename your own library's package to have the correct package name?  	library's	0	0	0	1	o
	4096 is size of byte array. I think you need to read about array.	4096	0	0	0	1	o
Regardless of the answer, don't forget to unit-test the functionality before and after.   	Source/Clean Up sure does change code. It will, for example, add getters and setters.  	setters	0	1	0	0	o
What REST framework are you working with? Have you looked into JAX-RS?   	FYI: I also use ,REST Console, extension in Chrome for testing RESTful API. That can be a useful and intuitive tool as well.  	Console	0	1	0	0	o
please ref:,Quickstart: Use Java to query a database in Azure SQL Database or Azure SQL Managed Instance,. Is this you want?   	Did you set Allow Azure services and resources to access this server on in SQL database filrewall?	SQL	0	1	0	0	o
Thanks for the answer. I think I'll go with the first approach. However, if a ,User, is going to be generated by ,Wrapper,, then it would make sence to forbit creation of a user by any class other than the ,Wrapper,. So far I've found two ways to do it: make ,User,'s constructor package-visible and place it inside the same package as ,Wrapper,, or make ,User, an inner class of the ,Wrapper, with private constructor. Is there another way to do it, if I don't want ,User, and ,Wrapper, to be in the same package and don't want the ,User, to be an inner class?   	To parsecer Making the constructor of ,User, package-private would be one of the simpler ways and it's the one I would personally go with. There are other ways (using reflection) but those can be overly-complicated.  	User	0	1	0	0	o
Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   	To Dean J & tangens: Thanks! I'm novice here.	J	0	0	0	0	n
	Depending of your stack and actual need, you could maybe use Jackson annotations ,To JsonAnyGetter, and To JsonAnySetter. Chech this ,thread, to see an example with Spring and MongoDB.  	To	0	0	0	1	o
"The answer is negative. And I believe that the only such ""tool"" is an XSLT debugger. One cannot produce dhe XPath expressions for dynamically created nodes or for nodes referenced by a variable.   "	Err, oops, the 'select' and 'match' attributes.  	'match'	0	0	0	1	o
Which package are you working in? java.io.* does not have a File class with a notExists() method.   	The link you provide says it right there: ,If both exists and notExists return false, the existence of the file cannot be verified.,.  	injava.io.*	0	0	0	0	o
thank for your thought.  The amazon way was one of my option. Yes, we want to unify the back-end. The API would become the unique entry-point to the business logic. That's the plan.   	I'm not familiar with Grails myself I'm afraid. If you've already looked at JAX-WS then that's great, if you hadn't it would be worth checking out.  	API	0	1	0	0	o
Have you tried Liferay Screens? ,liferay.com/de/community/liferay-projects/liferay-screens   	"I think you have to create a new authentication filter (implements AutoLogin) which can authenticate an user with your ""acces_token"" data (like BasicAuthHeaderAutoLogin do with an header value).  After that you have to create a webservice which generate an ""acces_token"" for an user and pass the acces_token in your request.  "	acces_token	0	0	0	0	o
Thanks for the answer. I think I'll go with the first approach. However, if a ,User, is going to be generated by ,Wrapper,, then it would make sence to forbit creation of a user by any class other than the ,Wrapper,. So far I've found two ways to do it: make ,User,'s constructor package-visible and place it inside the same package as ,Wrapper,, or make ,User, an inner class of the ,Wrapper, with private constructor. Is there another way to do it, if I don't want ,User, and ,Wrapper, to be in the same package and don't want the ,User, to be an inner class?   	To parsecer Making the constructor of ,User, package-private would be one of the simpler ways and it's the one I would personally go with. There are other ways (using reflection) but those can be overly-complicated.  	Wrapper	0	1	0	1	o
To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   	"To Brad, Microsoft took the midimapper and other higher level things out awhile back, the audio apis now are changing again and I don't know what support win8 will have. Google had midi support in their android/java api and took it out. Why? ow, I'm not panicking or anything but I wonder if they know something that we don't.. and BTW MIDI is serial and not ""digital"" as in Digital Signal Processing like a sampled audio file, that's what I meant. If we don't have the old MIDI serial access to an onboard chip synth, what will we have and how will we make samples or ??? as effective as MIDI?  "	midimapper	0	1	0	0	o
I would change ,post.getPostedBy().getPosts(), to ,post.getPosts(User), per ,Law of Demeter,.   	kind of Lazily load the getPosts() as and when it is called from the Post object. Will it help ?	post.getPosts(User)	0	0	0	1	o
Thanks To Leo (+1) but I'm interested only in straight Tomcat 7 here, not TomEE (which includes all sorts of other JARs/libs). Can you modify your answers for Tomcat 7? Thanks again!   	"the link I've provided you shows that you have to download the javamail implementation :-) see step #4 ""download the java mail API""  "	TomEE	0	0	0	0	o
You meant ,how do i save the token received from google and later use the same again right, rather than showing the consent screen multiple times?   	are you set on using Cloud SQL? because this could be achieved using endpoints in minutes.	Cloud	0	1	0	0	o
Thanks for the answer. This is exactly what I was looking for. Just one more thing. I think adding the LoopController to the ThreadGroup is enough. Adding it separately to the HashTree is not necessary.   	Good point on the additions to the HashTree. I was playing around with the JMeter API a little while back but I'm a bit rusty on the details of data structure passed into the JMeter Engine configure method :)	JMeter	0	1	0	0	o
	Chrome Postman Extension has been deprecated for many years and you can't connect postman to RA	Extension	0	1	0	0	o
There is also ,getFirst(), and ,getLast(), in the ,Deque, interface   	Thing is these methods are not unnecessary - functional style list handling is PITA without these.	getFirst()	0	1	0	0	o
Read this blog post, on the NetworkOnMainThreadException for more information. It explains why this occurs on Android 3.0 and above.   	There are many alternative libraries that solve this issue. Many are listed ,at the bottom of this page,. If you got more, we take them :)  	above	0	0	0	1	o
Read this blog post, on the NetworkOnMainThreadException for more information. It explains why this occurs on Android 3.0 and above.   	This is a good solution and it saved my time!	3	0	0	0	1	p
"got it, but i'm getting some errors like: (on server) ""This request did not contain a necessary header""; (on client) ""302 error"" when i call my servlet to retrieve information like you wrote or when i try to get datastore kind with python script (appcfg.py).   "	"sure. I added everything in web.xml. From client i use ""localhost:8888/test_remote_api"", where 'test_remote_api' is the servlet with code to retrieve informations.  "	servlet	0	1	0	1	o
The best would be to not reinvent your security framework. Which to use depends on what you want to secure, if you want to secure services there is no ,HandlerInterceptor, that will help you. AspectJ is also applied using proxies when using Spring unless you configure compile timeweaving. However as mentioned don't try to reinvent a security framework there are plenty out there use those instead. Generally they do more then just role/group based access.   	I'm biased towards Spring Security as it integrates reallly nice, but Apache Shiro also has Spring integration.  	Spring	0	1	0	0	o
I mean function definition.   	"Thanks, I had use ""Force Step Into"" instead of ""Step Into"" in my Intellij debugger.  "	Step	0	0	0	1	o
A.keySet().removeAll(B.keySet()), removes all keys in ,B, from ,A   	yeah, but I want to delete the keys from B as well.  	A.keySet().removeAll(B.keySet())	0	1	0	0	o
I'm using Spring boot 2.1.6 and jackson 2.9   	I tried to explain scenario in this question ,stackoverflow.com/questions/62019039   	jackson	0	0	0	0	o
i don't understand what you are trying to accomplish.  are you trying to get the build to break if incompatible versions are required?  or, are you trying to get maven to resolve the older version...?   	Wouldn't that simple result in two versions of the same library included in the classpath? TheLib1.jar and TheLib2.jar? The idea was to generate an error.	maven	0	0	0	0	o
The String class has ,startsWith, and ,endsWith, methods. Take a look at those.   	To matanper It is needed for further program so I need to know how it looks like exactly.	endsWith	0	0	0	1	o
I know you said you didn't like exception, but you could have a checkID method that throws an Exception and then use a mapper to transform that exception back into a Response with the relevant information. ,jersey.java.net/documentation/latestNULL	I currently have a generic exception mapper that does that. But I could indeed create separate exception classes for each kind of validation error. Could easily get out of hand though. But if that's the way to go...	Exception	0	1	0	0	o
That's not very RESTful. XML or JSON should be just representations of the same resource. What kind of difference would you like to make based on the ,Accept, header that is not jus a different in the format of the response?   	I edited the post to include the request body in the method signature.	XML	0	0	0	1	o
Check HTTP content with Wireshark   	Why use a ,BufferedReader,? Just use an ,InputStream, and swallow the whole; print the output in a ,ByteArrayOutputStream, and use ,.toString(), at the end  	InputStream	0	1	0	1	o
Your JSON structure is very weird. I do not understand why you have intermediate classes like ,Borrowers, and ,Facilities, which simply wrap a list of ,Borrower, and ,Facility,. This can be simplified immensly   	In my initial post there was mistake that I used Borrower instead of Borrowers in my Creditcomplex class. However by making it Borrowers it didn't work either. What works is the format that is mentioned by To akortex91 but in that case how can i have multiple borrower sections under Borrowers and multiple Facility sections under Facilities. An example would help.	Borrowers	0	0	0	0	o
	Add a default (non-arguments) constructor to EncryptionToken. Maybe Jackson create an empty instance and then put attributes by getters/setters	getters/setters	0	0	0	1	o
Linking the two classes would probably result in bad design. When a new invoice is being created, why don't you query the ,clientService, to check if the client exists? It's the ,clientService, responsibility to have information about the clients and it's not a responsibility of the ,invoiceService,, so implementing such check inside the ,invoiceService, class wouldn't be preferable.   	I believe having createInvoice in the client class would pose the same problem, I'm not sure but just making the clientmap static in the clientServiece and just accessing it directly would do the trick so just make the map static and then just access it using clientServiece.clientMap from within the invoiceServiece class  	clientService	0	1	0	1	o
See my updated answer for handling a file download using Volley   	"Are you sure you have declared ,<uses-permission android:name=""android.permission.INTERNET"" />, in your manifest?  "	Volley	0	0	0	0	o
I don't believe Optional can be replaced this way, you could create a wrapper for an Optional.   	I also dont think there could be a clean replacement but what would be the least evil	Optional	0	0	0	0	o
	"Thanks! Can you explain what is this: ""(X1:\\d.*?)??"" for?  "	this	0	0	0	1	o
There's only ,one way, to resolve these kind of disagreements.   	Agreed. I would suggest this, and then, if there is no budging, suggest that an interface can be provided that can work between the ins-and-outs, thus extracting the conversion process to a potentially generic and reusable go-between that actually understands what truly needs to happen in terms of converting. This would be a more scalable solution, particularly when the next type, ,T,, comes spewing out of one of the Avro Processors.  	this	0	0	0	0	o
Yes, but in this way I have to send the workoutID into the ConcreteExercise in the request ... otherwise it throws the exception Column 'workout_template_id' cannot be null   	I would like to automatically insert the workoutID into the concreteExercise, once I insert the WorkoutTemplate, because I cannot know the ID and put it in the request before inserting the WorkoutTemplate. This process should be automatically done  	concreteExercise	0	1	0	1	o
I've written a java library that follows the full OAuth 1, you'll just have to provide the request token URL and authorization URL for LinkedIn and you'll be good to go. :) ,JOAuth   	To Adam: Yes, I knew that Job Posting API is a closed program and I've signed-up for API Developer Key.  I've both API Key and Secret Key.  Let me read the link given by you...  	Secret	0	0	0	0	o
You can implement this with ,Filter, and custom counters/monitors.   	There are two problems with the provided link: 1) It doesn't provide a counter per servlet instance (or URL) that supports multi thread. 2) To measure real time performance you must use ,System.nanoTime, instead of ,System.currentTimeMillis, since the former is more accurate.  	System.currentTimeMillis	0	1	0	0	o
Feed the String to JSON and ,extract, using the JSON API.   	Im saying how can i get an email id from the website that is present in those details? Is there some script i can write?	JSON	0	0	0	1	o
Because it makes it possible to easily change the implementation, without changing the code that uses the API. See also: ,Type List vs ArrayList   	See ,youtube.com/watch?v=aAb7hSCtvGw  	List	0	0	0	0	o
"Have you tried to include that in your xml config file ? <context:component-scan base-package=""org.example""/>   "	I do not use spring-boot. And I have already tried to put Controller and ControllerAdvice annotations. However it did not help me. :\	ControllerAdvice	0	1	0	0	o
	api.openweathermap.org/data/2.5/weather?q=London, needs api key. better attach json in this question.  	api.openweathermap.org/data/2.5/weatherq=London	0	0	0	1	o
1, is valid JSON. It is just a number.   	To dvelopp A string is also valid JSON.	A	0	0	0	1	o
The SCORM Engine's implementation fee includes the integration work. The SCORM Cloud is designed so you can integrate it yourself. Email me at mike at scorm dot com if you want to chat some more.   	Thanks for your input.  Since there's no other answer I'll accept this one for the time being.  Would love to see any other projects that have the full scorm player in Flash.	Cloud	0	0	0	0	o
java's built in JSON libraries are the quickets way to do so, but in my experience GSON is the best library for parsing a JSON into a POJO painlessly.   	Two other libraries worth mentioning (in the interest of completeness): ,json-simple, and ,Oracle's JSONP  	GSON	0	1	0	0	o
add arrayList to your adapter and create a constructor which take an array as params, call you api > save data to an arrayList > call your adapter > set the adapter to listView   	You will have to change all ,Joke.ITEMS, to ,dataset,.  	constructor	0	1	0	1	o
	That's what I thought. Thanks!	thought	0	0	0	1	n
If response can provide byte[] directly use that rather than stream->String->byte[], or if it can give you InputStream then change to decompress(InputStream bis) instead. Also you will lose line breaks in the output when it is converted back to a String (if there was a UTF-8 String in the stream)   	thank you for your reply. It does not return String or byte. It is an exciting method and it returns List<JsonNode>.	String	0	1	0	0	o
	did you tried adding: spring.datasource.driver-class-name=com.mysql.jdbc.Driver	adding	0	0	0	1	o
See ,stackoverflow.com/questions/3897509/c-standard-api   	You are not really complaining about a standard API but rather a standard set of centralized documentation. You could say that it is defined in the standard. See ,here, or a copy ,here  	standard	0	0	0	1	o
"Let me get this in my head.  You want to return a new instance of ,Calendar, whose ,year,, ,month,, and ,day, are the same as the ,referenceDay,, but whose time would be ""now""?   "	2- I would say your ,hour, method is a getter, because it does not take a parameter to change the value...Was I suppose to seed the new ,Calendar, with these values?  	hour	0	0	0	1	o
html, css, and mysql aren't programming languages.   	It is true about HTML and CSS.  How do you know the widget based web design tool is generating good HTML and CSS unless you know what that looks like?  You have to know HTML and CSS yourself.	HTML	0	0	0	1	o
I tried this - got the response from the page, converted it to a string, and then tried to parse it as a JSONArray. When I ran the application, it stopped unexpectedly. :/   	Is the original page in JSON format? Did you look at the stack trace to see what went wrong?	JSON	0	0	0	1	o
I would change ,post.getPostedBy().getPosts(), to ,post.getPosts(User), per ,Law of Demeter,.   	kind of Lazily load the getPosts() as and when it is called from the Post object. Will it help ?	getPosts()	0	0	0	1	o
Check APNS certificates, Dev Profile, and Provision Profiles.   	the written code is in JAVA ? means Backend code ?	Profile	0	0	0	1	o
why don't you want to use SVN or Git?   	Yes you are right, he should use JGit instead like you posted, but can't remove this answer because it's accepted.  	SVN	0	1	0	0	o
You should probably think about this again - ,new WeakReference<>(new Whatever()), could result in the weak reference referencing nothing since the newly created object is not strongly referenced anywhere (unless it creates a reference to itself somewhere in its constructor).   	I'd go for the first one as you probably want to keep your API as clean and easy to use as possible. You should however document that internally WeakReferences are used to manage listeners.	Whatever())	0	1	0	1	o
java's built in JSON libraries are the quickets way to do so, but in my experience GSON is the best library for parsing a JSON into a POJO painlessly.   	Two other libraries worth mentioning (in the interest of completeness): ,json-simple, and ,Oracle's JSONP  	json-simple	0	1	0	0	o
Hi Mickey, Im new to java. Appreciate your help in detailed explanation.   	"Thanks Mickey, But this resulted with escape characters. {""Product_Type"":""[{\""active\"":true,\""description\"":\""ALL IN ONES\"",\""id\"":2}, {\""active\"":true,\""description\"":\""ACCESSORIES\"",\""id\"":1}]"",""Product_Brand"":""[{\""active\"":false,\""brand\"":\""101 DALMATIANS\"",\""id\"":1}]""}. Need to remove those. Also the quotations from the array list.  "	those	0	0	0	1	n
The String class has ,startsWith, and ,endsWith, methods. Take a look at those.   	What exactly are you trying to accomplish? just to find out if the line you want exists?	those	0	0	0	1	o
Are you speaking about Swing for a GUI?   	"Offtopic: Does any other country have this kids game called ""Broken Telephone""? I bet they have, probably with other name. Read my answer, to understand the game. This question seems like a classic example of that game :) :)  "	Swing	0	0	0	1	o
That looks like JSON so all you need to do is parse it into an object and pluck out the property you want.   	Never used JSON before, is this a good way to go about it rather than using .indexOf and .substring?  	That	0	1	0	0	o
To Tom Have you tried the example you provided in second solution? First, ,Response.ok, or ,Response.seeOther, return ,Response.ResponseBuilder, object, you should add ,.build(), to return ,Response,. Even after I added, this doesn't work for me.   	"To Cacheing not this specific snippet. You're right, the ,build(), call is missing. What happens when you add it? What do you mean by ""doesn't work for me""?  "	Response.ok	0	0	0	1	o
	you cannot replace ,DynamoDB, with ,S3,. It doesn't make sense. May be your tech lead should be replaced.  	DynamoDB	0	0	0	1	o
Sure, thanks! I've edited the original post to include that and the new log cat   	You deserve a prize! Thanks, To YvetteColomb  	YvetteColomb	0	0	0	0	o
Can you please elaborate. What exactly do you want to do? What have you tried so far? Can you also please provide your code, that you have problems with? Pinpoint the line, if you can.   	Hey Lutz, Hey Korashen, thanks for your comments. First: I dont have any code to call the API yet because I dont know how to do it. I've done some research and found only huge examples how to send a Base64 to a server or a website.  There is a tutorial how to do it with python and it has less then 20 lines and it worked very well (,letsrockinformatik.de ,) For a noob like me it tooked 2 weeks of work to let my app take a foto, crop it and encode it in base64 - there is a mimimum effort :P  	API	0	1	0	0	o
"Looks like accounts other than yours are not able to use your API key + secret. However, I've found some more documentation on resumable uploads and found out that 1. the header should indeed look like ""Content-Range: bytes 0-499/1000"" and 2. the header for your last PUT should look like this ""Content-Range: bytes 500-999/1000"".NULL,code.google.com/apis/gdata/docs/resumable_upload.html#Resuming   "	You can still try omitting the ,Content-Range, header from the very first chunk upload request, including it only in subsequent requests (without ,%20,).  	Content-Range	0	0	0	0	o
what's wrong with replace()?   	In that case don't replace it with ,{$1}, but only with ,$1,.  	replace()	0	1	0	1	o
Make sure you are sending the correct ,JSON, object from the Client.   	Can you show the ,Student, class, and the JSON you are sending  	JSON	0	0	0	1	o
	"Thanks a lot. ""JSFs Managed Beans will hopefully become obsolete soon"", how about that ?  "	Managed	0	0	0	0	o
	First: Why do you want to save the image? Second: I think you need to define where you want to save it by providing a callback to ,takePicture()  	takePicture()	0	0	0	1	n
	"Are you getting the data in ,Log.v(""Sending data to Detail"",""sent ""+biz);,?  "	Detailsent	0	0	0	1	o
I guess the question is: Do any vendors with an interest in data mining (e.g., Oracle, IBM, etc.) have implementations of the spec that you can use?  If not, I'd agree with skaffman: Dead Duck.   	If it's not online, it's almost certainly defunct. This comes as something of a relief, since I'd never heard of it.  	defunct	0	0	0	0	p
	I guess this is a good option when you work with servlets, unfortunately I am not working with servlets.  	servlets	0	1	0	0	p
i dont get it. you try send data with GET but you use POST request method   	I put new PostData.execute(); inside buttonclick listener function and private class PostData extends AsyncTask < String, Void, Void > outside the onCreateView in fragment.Where I have done mistake.Please guide me.  	Void	0	0	0	0	o
There were some great answers on this thread ,stackoverflow.com/questions/3778388NULL	To Renato Dinhani Concei闂佸吋鍎抽埀顒傚枎閻ㄧ珳 Do all of your downloaded pages have common html structure? (templated web pages?)	Dinhani	0	0	0	1	o
See ,What is a stack trace, and how can I use it to debug my application errors?, & ,What is a Null Pointer Exception, and how do I fix it?   	i'm using spring boot/thymeleaf if that matters. here's the controllers/html ,pastebin.com/DX26qtEy,  basically none of the getters work in my results.html page. the only way to make them work is from the gson converter in your first class above. but i'm sure this is wrong otherwise why would anyone spend time writing those getters?  	spring	0	0	0	0	o
Use the api-client and oauth-client jars from ,here, and use the big-query service jars from ,here,. These seem to the latest stable versions. In case you get compilation errors just try to fix them as per the new jars. Make sure there is no duplicate jar in your app's library   	looks like a minor compilation problem. Check the latest java doc ,here  	oauth-client	0	1	0	0	o
Have you tried html parsers like ,Jsoup, or ,HtmlUnit,?   	Without knowing about which site you are talking and how the data you desire is presented on that site, hard to tell.  	HtmlUnit	0	0	0	1	o
Getting error from volley:- org.json.JSONException: value null at totalEpisodes of type org.json.JSONObject$1 cannot be converted to int   	try to remove the line that makes the error and see if the other data is being parsed.	org.json.JSONObject$1	0	0	0	1	o
	"Thanks! Can you explain what is this: ""(X1:\\d.*?)??"" for?  "	for	0	0	0	1	o
	Seconding the suggestions from To Matthew Flaschen and To denisk - either store the db on a server you control and access it via a network connection, or encrypt the database and access an auth server to get access.  	To	0	0	0	1	o
Maybe on click of button change the form ,action, to that particular button value using js so that the controller will invoke only particular method ?   	"below answer provided is also one way to do or else just use ,$(""form"").attr(""action"",""yoururneededtopassed""), to change action tag on click of buton  "	$(form).attr(actionyoururneededtopassed)	0	1	0	0	o
possible duplicate of ,IllegalArgumentException or NullPointerException for a null parameter?   	Let your software crash. Trying to carry on after all exceptions doesn't work.	IllegalArgumentException	0	0	0	1	o
Read this blog post, on the NetworkOnMainThreadException for more information. It explains why this occurs on Android 3.0 and above.   	Let me explain you what you are doing here: ,NetworkOnMainThreadException, is the Guardian which is telling you: do not shoot at your own foot ... your solution is: let's go back to the past when there was no Guardian - now i can shoot at my foot freely  	above	0	0	0	1	o
Peter's answer is probably the simplest approach to do this. But my first instinct would be to see if there's a way to refactor your code to avoid the need for a private enum value.   	Back then I really thought about adding the constant, but it's the only way the iterator/iterable works while removing subtrees (and possibly even merge adjacent TextNodes after a removal).  	iterator/iterable	0	1	0	0	o
