ManualLabel	Text	codes
p	""" SLF4j because it's newer than Commons Logging and provides parameterized logging: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	""" Logback because it's newer than log4j and again, supports parameterized logging, as it implements SLF4j directly SLF4j/Logback because it's written by the same guy who did log4j, so he's made it better (according to URL_http://stackoverflow.com/questions/354837/whats-up-with-logging-in-java#356038 [Ken-G] - thanks."""	"[""'Usability'""]"
o	"""It seems to fit when looking at URL_http://www.slf4j.org/news.html [their-earlier-news-posts] ) SLF4j because they also publish a log4j adapter so you don't have to ""switch out"" log4j in older code - just make log4j.properties use SLF4j and it's configuration ."""	"[""'Usability'""]"
o	"""As far as I can tell the idea behind commons logging is that it should be used in libraries."""	"[""'Usability'""]"
o	"""This way the library can always use the same logging framework (via commons logging) that the hosting application uses."""	"[""'Usability'""]"
n	"""Thanks heaps to Loki for the question."""	"[""'Others'""]"
n	"""I now know that I'm not going to be using log4j as my default framework any more."""	"[""'Usability'""]"
p	"""SLF4j FTW!Also thanks to Ken G for pointing out that SLF4j is written by the same guy as log4j."""	"[""'Others'""]"
o	"""The comment in your code example isn't 100% correct.The actual formatting of the message is performed lazily by Logback so it will only happen if the event is really handled by an appender the appender requires the formatted message - which wouldn't happen in case of e.g."""	"[""'Usability'""]"
o	"""an SocketAppender since the event is serialized using the unchanged message pattern + the arguments as Strings.I guess it just depends how you define ""effectively"" though."""	"[""'Others'""]"
p	"""It would certainly emit the same message (at least if entry and object are the same ;)) so please forgive my nitpicking."""	"[""'Usability'""]"
o	"""SLF4J actually is just an API that sits on top of other logging frameworks."""	"[""'Usability'""]"
p	"""Similar to the goal of Commons Logging, but more intuitive from my experience."""	"[""'Usability'""]"
n	"""I find logging in Java to be confusing, inconsistent, poorly documented, and especially haphazard."""	"[""'Usability'""]"
o	"""Moreover, there is a huge amount of similarity between these logging frameworks resulting in duplication of effort, and confusion as to what logging environment you are actually in."""	"[""'Usability'""]"
o	"""In particular, if you are working in a serious Java web application stack, you are often in _multiple_ logging environments at one time; (e.g hibernate may use log4j, and tomcat java.util.logging)."""	"[""'Usability'""]"
o	"""Apache commons is meant to bridge different logging frameworks, but really just adds more complexity."""	"[""'Usability'""]"
n	"""If you do not know this ahead of time, it is utterly bewildering."""	"[""'Usability'""]"
n	"""Why are my log messages not printing out to the console, etc.?"""	"[""'Usability'""]"
o	"""Ohh because I am looking at the Tomcat logs, and not log4j."""	"[""'Others'""]"
n	"""Adding yet another layer of complexity, the application server may have global logging configurations that may not recognize local configurations for a particular web application."""	"[""'Usability'""]"
n	"""Lastly, all these logging frameworks are WAY TOO COMPLICATED."""	"[""'Usability'""]"
n	"""Logging in Java has been a disorganized mess leaving developers like me frustrated and confused."""	"[""'Usability'""]"
n	"""Early versions of Java did not have a built-in logging framework leading to this scenario."""	"[""'Usability'""]"
n	"""Is this an answer?"""	"[""'Others'""]"
n	"""It looks more like a rant."""	"[""'Others'""]"
n	"""I am sorry."""	"[""'Others'""]"
n	"""It a little bit of a rant."""	"[""'Others'""]"
o	"""But it is also a cogent response to ""Whats Up with Logging in Java?""."""	"[""'Others'""]"
n	"""The answer, in short, is it is deeply broken."""	"[""'Usability'""]"
n	"""well it's not worth a -1 vote ;P But something to ponder about."""	"[""'Others'""]"
n	"""The problems started when Sun actually added java.util.logging to Java 1.4."""	"[""'Usability'""]"
p	"""Before that LOG4J was well established and in wide use."""	"[""'Usability'""]"
o	"""After that there was the necessity of wrappers to support both LOG4J and java.util.logging."""	"[""'Usability'""]"
o	"""Also, since jul is contained in the java."""	"[""'Others'""]"
o	""" package, it can't be replaced by swapping a JAR - which is the way SLF4J bridges the other frameworks."""	"[""'Usability'""]"
o	"""This was probably the worst Sun idea ever... and it ultimately led to the wrong assumption that a ""good Java citizen"" should use jul."""	"[""'Usability'""]"
o	"""@Huxi, I maintain that the Calendar API was worse."""	"[""'Others'""]"
o	"""In defense of Sun it wasn't their code, but came from Taglient."""	"[""'Others'""]"
o	"""There's one important point that wasn't mentioned before: SLF4J (and both Logback and LOG4J as the logging backend) have support for a so called Mapped Diagnostic Context (MDC, see URL_http://slf4j.org/apidocs/org/slf4j/MDC.html [javadoc] and URL_http://logback.qos.ch/manual/mdc.html [Others] )."""	"[""'Usability'""]"
o	"""This is essentially a thread-local Map<String,Object> which you can use to add additional context information to your logging event."""	"[""'Usability'""]"
o	"""The current state of the MDC is attached to every event."""	"[""'Others'""]"
p	"""This can be incredibly useful if you put stuff like the username and the URL of the request (in case of a webapp) into it."""	"[""'Usability'""]"
o	"""This can be done automatically using a filter, for example."""	"[""'Others'""]"
o	"""Technically, it's a thread-local Map<string,string>."""	"[""'Others'""]"
o	"""See also answers to the question URL_http://stackoverflow.com/questions/296150 /what-are-the-best-practices-to-log-an-error [What-are-the-best-practices-to- log-an-error?"""	"[""'Others'""]"
o	"""] , especially: There are some potentialclassloading issues with CommonsLogging."""	"[""'Others'""]"
o	""" Log4J and SLF4J were developed by the same person, learning from issues found in practice with Log4J."""	"[""'Others'""]"
o	"""The URL_http://commons.apache.org/logging/ [Commons-Logging-overview] gives the reason for its existence: logging from library code, when you have no control over the underlying logging framework."""	"[""'Usability'""]"
p	"""Very important for the various Apache projects, which will be linked into outside applications."""	"[""'Usability'""]"
n	"""Perhaps not so important for internal IT projects, where you have complete control."""	"[""'Usability'""]"
o	"""That said, I write to Commons Logging, as do many of the other developers I know."""	"[""'Others'""]"
p	"""The reason is to minimize mental baggage: you can change projects or jobs, and not have to learn a new framework (provided the new job/project also uses CL, and/or you can convince them to move to it)."""	"[""'Usability'""]"
p	"""Also, there is some value to creating your own wrappers around whatever framework you use."""	"[""'Usability'""]"
o	"""As described URL_http://www.kdgregory.com/index.php?page=java.logging [here] , I like to use a LogWrapper object to provide custom stringification (important), and minimize the visual clutter of logging statements (less important)."""	"[""'Usability'""]"
o	"""There's also a commons.logging=>SLF4J bridge which can be used to route all CL logging over SLF4J."""	"[""'Usability'""]"
p	"""SLF4J supports bridging of commons.logging, LOG4J and (a bit cumbersome, but as good as possible) java.util.logging so all logs will end up in whatever SLF4J backend you'll use."""	"[""'Usability'""]"
o	"""See URL_http://slf4j.org/legacy.html I'd use Logback, btw, but you could argue that I'm biased."""	"[""'Others'""]"
o	"""In our company project we use LOG4j and it is very easy to use like Stephen showed in his example.We also have written our own pattern classes for LOG4j so you can create your own output file schemas."""	"[""'Usability'""]"
o	"""You can describe how your log file should look like."""	"[""'Others'""]"
o	"""It is possible to enhance the original log4j classes."""	"[""'Others'""]"
o	"""All LOG4j properties you can change in a log4j.properties file, so you can use different files for different projects."""	"[""'Usability'""]"
o	"""Java logging is not my favorit, but this could be because i use log4j from the beginning."""	"[""'Usability'""]"
o	"""Generally I would default to using Log4J."""	"[""'Usability'""]"
o	"""I would use Java Logging if I didn't mind a dependency on Java 1.4 but I would still use Log4J in preference."""	"[""'Usability'""]"
o	"""I would use Commons Logging if I was enhancing something that already used it."""	"[""'Usability'""]"
o	"""Didn't mind a dependency on 1.4??"""	"[""'Usability'""]"
o	"""Even 1.4 has hit its end of service life."""	"[""'Others'""]"
o	"""@TomHe means jdk1.4+ dont be silly."""	"[""'Others'""]"
o	"""Actually I've recently done some work in a system that was still running under jdk 1.3 :-(, and it was less than two years ago I was last maintaining a 1.2** system."""	"[""'Others'""]"
n	"""Too many places don't upgrade unless they absolutely have to, they just refuse to install the upgrades."""	"[""'Others'""]"
o	"""I would suggest creating a thin logging facade that can write to any of the logging frameworks, at which point the choice of backing engine become pretty much a moot point."""	"[""'Usability'""]"
o	"""That is what commons logging does so why reinvent the wheel?"""	"[""'Others'""]"
o	"""Also there are some issues that your facade would have to handle that commons logging already does."""	"[""'Usability'""]"
o	"""+1 To counter commons logging argument, Some enterprise apps use custom logger."""	"[""'Usability'""]"
p	"""It always a good idea to hide underlying implementation."""	"[""'Others'""]"
o	"""The 'thin' wrapper eliminates the need for another jar being packaged and is not as much as reinventing."""	"[""'Others'""]"
p	"""This approach is valid in many cases, especially when your code must run on an arbitrary platform."""	"[""'Others'""]"
o	"""The underlying logging API tends to be different on application servers compared to Eclipse, for example."""	"[""'Others'""]"
o	"""About hiding the underlying implementation: All the logging APIs mentioned can do just that: They are interfaces to pluggable implementations."""	"[""'Others'""]"
p	"""This saved me recently when we ported our framework to the Compact Framework (in .Net)."""	"[""'Others'""]"
p	"""If we had hardcoded dependencies on nLog, we would have been screwed."""	"[""'Usability'""]"
o	"""Because we used this approach, we were able to drop in a null logger and be happy.Someone vote me back up to 0 Please :-)."""	"[""'Usability'""]"
o	"""One already exists - take a look at slf4j."""	"[""'Others'""]"
p	"""It's an accepted thin wrapper that allows you to switch logging frameworks on application startup by switching jars on the runtime classpath."""	"[""'Usability'""]"
p	"""clogging has its own way of discovering what framework it will use - its not nice and rather convuluted."""	"[""'Usability'""]"
o	"""How many logging frameworks has Ceki created."""	"[""'Others'""]"
o	"""One should always strive to slot a level of interdirection and hide an implementation even if it is clogging with your own logging."""	"[""'Others'""]"
o	"""Behind the scenes you can then plugin whatever f/w you desire as mentioned by Travis."""	"[""'Others'""]"
o	"""Java - Create a new String instance with specified length and filled with specific character."""	"[""'Others'""]"
p	"""Best solution?"""	"[""'Others'""]"
p	"""I did check the other questions; this question has its focus on solving this particular question the most efficient way."""	"[""'Others'""]"
o	"""Sometimes you want to create a new string with a specified length, and with a default character filling the entire string."""	"[""'Others'""]"
o	"""ie, it would be cool if you could do CODETERM1 and create a new String from there, with a length of 10 characters all having a . """	"[""'Usability'""]"
o	"""Because such a constructor does not exist, and you cannot extend from String, you have either to create a wrapper class or a method to do this for you."""	"[""'Others'""]"
p	"""At this moment I am using this: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
n	"""It still lacks any checking (ie, when length is 0 it will not work)."""	"[""'Others'""]"
p	"""I am constructing the array first because I believe it is faster than using string concatination or using a StringBuffer to do so."""	"[""'Performance'""]"
p	"""Anyone else has a better sollution?"""	"[""'Usability'""]"
p	"""Simply use the StringUtils class from URL_http://commons.apache.org/lang [apache-commons-lang] project."""	"[""'Usability'""]"
o	"""You have a URL_http://commons.apache.org/lang// api-2.4/org/apache/commons/lang/StringUtils.html#leftPad%28java.lang.String,%2 0int,%20char%29 [leftPad] method: CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""+1 - that's exactly what he was looking for (aka 'cool')."""	"[""'Usability'""]"
o	"""For the exact same behaviour, but that's obvious, do: StringUtils.leftPad("""", 10, '*');."""	"[""'Others'""]"
p	"""+1 nice solution, though I wouldn't add a jar to my project just for that."""	"[""'Usability'""]"
p	"""Thanks."""	"[""'Others'""]"
p	"""Yes that looks like a more suitable way to use it."""	"[""'Usability'""]"
p	"""Luckily I am already using this jar, so i could use this straight away."""	"[""'Usability'""]"
p	"""Or use repeat(), which doesn't require the empty string at the start and is arguably clearer in intent (see my answer)."""	"[""'Usability'""]"
p	"""@abyx> Yes, you will need to add a JAR, but commons lang offers so nice utils methods, so I don't think it is really a drawback!."""	"[""'Usability'""]"
n	"""Over 300kb for this jar??"""	"[""'Usability'""]"
n	"""Yuck, no thanks."""	"[""'Others'""]"
n	"""Not for a mobile app."""	"[""'Usability'""]"
n	"""No need for bloatware."""	"[""'Usability'""]"
o	"""No need to do the loop, and using just standard Java library classes: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""As you can see, I also added suitable code for the CODETERM1 case."""	"[""'Usability'""]"
o	"""won't the code in Arrays.fill() contain a loop..."""	"[""'Others'""]"
o	"""Maybe, but 1) it's likely to be faster and 2) that's code you don't need to write."""	"[""'Performance'""]"
p	"""Good find."""	"[""'Others'""]"
p	"""Yes Arrays.fill does a for loop itself."""	"[""'Others'""]"
p	"""But fundementally this is better."""	"[""'Others'""]"
o	"""You should throw an IlOthersArgumentException if (length < 0)."""	"[""'Others'""]"
p	"""(Even java.lang.NegativeArraySizeException is better."""	"[""'Others'""]"
p	""")."""	"[""'Others'""]"
p	"""Apache Commons Lang (probably useful enough to be on the classpath of any non- trivial project) has URL_http://commons.apache.org/lang//api-2.4/org/apache/co mmons/lang/StringUtils.html#repeat%28java.lang.String,%20int%29 [StringUtils.repeat()] : CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""Easy!"""	"[""'Usability'""]"
n	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
p	"""What is wrong?"""	"[""'Others'""]"
o	"""The above is fine."""	"[""'Others'""]"
n	"""Do you mind if I ask you a question - Is this causing you a problem?"""	"[""'Others'""]"
n	"""It seams to me you are optimizing before you know if you need to."""	"[""'Usability'""]"
o	"""Now for my over engineered solution."""	"[""'Others'""]"
o	"""In many (thou not all) cases you can use CharSequence instead of a String."""	"[""'Usability'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
n	"""One extra note: it seems that all public ways of creating a new CODETERM1 instance involves necessarily the copy of whatever buffer you are working with, be it a CODETERM2 , a CODETERM3 or a CODETERM4 ."""	"[""'Others'""]"
o	"""From the CODETERM5 javadoc (and is repeated in the respective CODETERM6 methods from the other classes): _The contents of the character array are copied; subsequent modification of the character array does not affect the newly created string._ So you'll end up having a possibly big memory copy operation after the ""fast filling"" of the array."""	"[""'Performance'""]"
o	"""The only solution that may avoid this issue is the one from @mlk, if you can manage working directly with the proposed CODETERM7 implementation (what may be the case)."""	"[""'Others'""]"
p	"""PS: I would post this as a comment but I don't have enough reputation to do that yet."""	"[""'Others'""]"
o	"""using URL_http://bitbucket.org/dfa/dollar [Dollar] is simple: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
p	"""There are 9 in the comment."""	"[""'Others'""]"
o	"""To improve performance you could have a single predefined sting if you know the max length like: String template ""####################################""; And then simply perform a substring once you know the length."""	"[""'Usability'""]"
o	"""Karl ."""	"[""'Others'""]"
p	"""+1: I just read on another post that substring creates a String that just uses the same char[] of the original String."""	"[""'Others'""]"
o	"""So it's an O(1) operation (no loop) and it saves memory (if that is a real issue)."""	"[""'Performance'""]"
o	"""Try this Using the substring(int start, int end); method CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""this will return abcde."""	"[""'Others'""]"
o	"""C# equivalent to Java's charAt()?"""	"[""'Usability'""]"
o	"""I know we can use the CODETERM1 method in Java get an individual character in a string by specifying its position."""	"[""'Usability'""]"
o	"""Is there an equivalent method in C#?"""	"[""'Usability'""]"
o	"""You can index into a string in C# like an array, and you get the character at that index."""	"[""'Usability'""]"
o	"""Example: In Java, you would say str.charAt(8);In C#, you would say str[8]; ."""	"[""'Usability'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""And <strike> CODETERM1 Reference: URL_http://msdn.microsoft.com/en- us/library/system.string.chars%28v=VS.71%29.aspx [ URL_http://msdn.microsoft.com /en-us/library/system.string.chars%28v=VS.71%29.aspx] </strike> The above is same as using indexers in c#."""	"[""'Others'""]"
p	"""You beat me to it -- you get the upvote."""	"[""'Others'""]"
n	"""I really don't know if it helps anything at all but I'll be damned if I don't try."""	"[""'Others'""]"
n	"""I had a similar problem when I required a specific position/index, and LINQ Saved the day actually, I just wish I remembered where I put that blasted code."""	"[""'Usability'""]"
n	"""Sorry for the crappy answer, but it might be a good starting point if ALL ELSE fails."""	"[""'Others'""]"
o	"""Console.WriteLine allows the user to specify a position in a string."""	"[""'Usability'""]"
o	"""See sample: string str ""Tigger"";Console.WriteLine( str[0] ); //returns ""T"";Console.WriteLine( str[2] ); //returns ""g""; There you go!"""	"[""'Others'""]"
n	"""this topic, and your answer, have nothing to do with WriteLine..."""	"[""'Usability'""]"
o	"""String, StringBuffer, and StringBuilder."""	"[""'Others'""]"
o	"""Please tell me a real time situation to compare CODETERM1 , CODETERM2 , and CODETERM3 ?"""	"[""'Others'""]"
o	""" Difference:** CODETERM1 is if you try to alter their values, another object gets created, whereas CODETERM2 and CODETERM3 are so they can change their values."""	"[""'Others'""]"
p	""" Difference:** The difference between CODETERM4 and CODETERM5 is that CODETERM6 is thread-safe."""	"[""'Performance'""]"
p	"""So when the application needs to be run only in a single thread then it is better to use CODETERM7 ."""	"[""'Usability'""]"
p	"""CODETERM8 is more efficient than CODETERM9 ."""	"[""'Performance'""]"
p	""" If your string is not going to change use a String class because a CODETERM10 object is immutable."""	"[""'Others'""]"
p	""" If your string can change (example: lots of logic and operations in the construction of the string) and will only be accessed from a single thread, using a CODETERM11 is good enough."""	"[""'Usability'""]"
p	""" If your string can change, and will be accessed from multiple threads, use a CODETERM12 because CODETERM13 is synchronous so you have thread-safety."""	"[""'Performance'""]"
n	"""Also, using String for logic operations is rather slow, and is not advised at all, since the JVM converts the String to a StringBuffer in the bytecode."""	"[""'Performance'""]"
n	"""A lot of overhead is wasted converting from String to StringBuffer and then back to String again."""	"[""'Usability'""]"
n	""" You use URL_http://java.sun.com/javase/6/docs/api/java/lang/String.html [CODETERM1] when an immutable structure is appropriate; obtaining a new character sequence from a CODETERM2 may carry an unacceptable performance penalty, either in CPU time or memory (obtaining substrings is CPU efficient because the data is not copied, but this means a potentially much larger amount of data may remain allocated)."""	"[""'Performance'""]"
o	""" You use URL_http://java.sun.com/javase/6/docs/api/java/lang/StringBuilder.html [CODETERM3] when you need to create a mutable character sequence, usually to concatenate several character sequences together."""	"[""'Usability'""]"
o	""" You use URL_http://java.sun.com/javase/6/docs/api/java/lang/StringBuffer.html [CODETERM4] in the same circumstances you would use CODETERM5 , but when changes to the underlying string must be synchronized (because several threads are reading/modifyind the string buffer)."""	"[""'Usability'""]"
o	"""See an example URL_http://java.sun.com/docs/books/tutorial/java/data/buffers.html [here] ."""	"[""'Others'""]"
p	"""+1, concise answer."""	"[""'Others'""]"
n	"""concise, but incomplete, it misses the fundamental reason to use StringBuilder/Buffer and that is to reduce or eliminate the re-allocation and array copy of the regular String concatenation behavior."""	"[""'Usability'""]"
n	"""""You use String when you are dealing with immutable strings"" - doesn't make sense."""	"[""'Usability'""]"
o	"""Instances of String ARE immutable, so maybe the comment should read ""Use String when the memory usage due to immutability doesn't matter""."""	"[""'Usability'""]"
p	"""The accepted answer covers it's bases pretty well."""	"[""'Others'""]"
o	"""@fooMonster I've edited the answer."""	"[""'Others'""]"
o	""" Basics:** CODETERM1 is an immutable class, it can't be changed."""	"[""'Others'""]"
o	"""URL_http://java.sun.com/javase/6/docs/api/java/lang/StringBuilder.html [CODETERM2] is a mutable class that can be appended to, characters replaced or removed and ultimately converted to a CODETERM3 CODETERM4 is the original synchronized version of CODETERM5 You should prefer CODETERM6 in all cases where you have only a single thread accessing your object."""	"[""'Others'""]"
n	""" Details:** Also note that CODETERM7 aren't magic, they just use an Array as a backing object and that Array has to be re-allocated when ever it gets full."""	"[""'Usability'""]"
o	"""Be sure and create your CODETERM8 objects large enough originally where they don't have to be constantly re-sized every time CODETERM9 gets called."""	"[""'Others'""]"
n	"""The re-sizing can get very degenerate."""	"[""'Performance'""]"
o	"""It basically re-sizes the backing Array to 2 times its current size every time it needs to be expanded."""	"[""'Others'""]"
n	"""This can result in large amounts of RAM getting allocated and not used when CODETERM10 classes start to grow large."""	"[""'Performance'""]"
o	"""In Java CODETERM11 uses a CODETERM12 behind the scenes."""	"[""'Usability'""]"
n	"""So for simple cases there is no benefit of declaring your own."""	"[""'Usability'""]"
p	"""But if you are building CODETERM13 objects that are large, say less than 4k, then declaring CODETERM14 is much more efficient than concatenation or using the URL_http:/ /java.sun.com/javase/6/docs/api/java/lang/StringBuilder.html#StringBuilder%28% 29 [default] which is only 16 characters."""	"[""'Performance'""]"
o	"""If your CODETERM15 is going to be less than 10k then initialize it with the constructor to 10k to be safe."""	"[""'Others'""]"
o	"""But if it is initialize to 10k then you write 1 character more than 10k, it will get re-allocated and copied to a 20k array."""	"[""'Others'""]"
p	"""So initializing high is better than to low."""	"[""'Others'""]"
o	"""In the auto re-size case, at the 17th character the backing Array gets re- allocated and copied to 32 characters, at the 33th character this happens again and you get to re-allocated and copy the Array into 64 characters."""	"[""'Others'""]"
n	"""You can see how this degenerates to of re-allocations and copies which is what you really are trying to avoid using CODETERM16 in the first place."""	"[""'Performance'""]"
o	"""This is from the JDK 6 Source code for AbstractStringBuilder CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
p	"""A best practice is to initialize the CODETERM17 a little bit larger than you think you are going to need if you don't know right off hand how big the CODETERM18 will be but you can guess."""	"[""'Usability'""]"
p	"""One allocation of slightly more memory than you need is going to be better than lots of re-allocations and copies."""	"[""'Performance'""]"
o	"""Also beware of initializing a CODETERM19 with a CODETERM20 as that will only allocated the size of the String + 16 characters, which in most cases will just start the degenerate re-allocation and copy cycle that you are trying to avoid."""	"[""'Performance'""]"
o	"""The following is straight from the Java 6 source code."""	"[""'Others'""]"
o	"""CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
p	"""If you by chance do end up with an instance of CODETERM21 that you didn't create and can't control the constructor that is called, there is a way to avoid the degenerate re-allocate and copy behavior."""	"[""'Others'""]"
o	"""Call URL_http://java.sun.c om/javase/6/docs/api/java/lang/StringBuilder.html#ensureCapacity%28int%29 [CODETERM22] with the size you want to ensure your resulting CODETERM23 will fit into."""	"[""'Others'""]"
p	""" Alternatives:** Just as a note, if you are doing really CODETERM24 building and manipulation, there is a much more performance oriented alternative called URL_http://ahmadsoft.org/ropes/ [Ropes] ."""	"[""'Performance'""]"
o	"""Another alternative, is to create a CODETERM25 implemenation by sub- classing CODETERM26 , and adding counters to track the number of characters on every CODETERM27 and other mutation operations of the list, then override CODETERM28 to create a CODETERM29 of the exact size you need and loop through the list and build the output, you can even make that CODETERM30 an instance variable and 'cache' the results of CODETERM31 and only have to re-generate it when something changes."""	"[""'Others'""]"
p	"""Also don't forget about CODETERM32 when building fixed formatted output, which can be optimized by the compiler as they make it better."""	"[""'Performance'""]"
o	"""Does String x ""A"" + ""B""; really compile to be a StringBuilder?"""	"[""'Others'""]"
o	"""Why wouldn't it just compile to String x ""AB"";, it should only use a StringBuilder if the components aren't known at compile time."""	"[""'Others'""]"
p	"""it might optimize the String constants out, I can't recall from the last time decompiled the byte code, but I do know that if there are any variables in there it will use a StringBuilder implementation for sure."""	"[""'Performance'""]"
o	"""You can download the JDK source code and find out yourself."""	"[""'Others'""]"
n	"""""A"" + ""B"" is a contrived example for sure."""	"[""'Others'""]"
o	"""I was wondering about String.format()."""	"[""'Others'""]"
o	"""I haven't ever really seen it being used in projects."""	"[""'Usability'""]"
o	"""Usually it's the StringBuilder."""	"[""'Others'""]"
n	"""Well, usually it's actually ""A"" + ""B"" + ""C"" because people are lazy ;) I tended to always use a StringBuilder, even if it was only two strings being concatenated, because in future, perhaps more strings would be appended."""	"[""'Usability'""]"
o	"""I never used String.format() mainly because I never remembered what JDK it was introduced - I see it's JDK1.5, I'd use it in favour of the other options."""	"[""'Usability'""]"
p	"""This is a very good article URL_http://kaioa.com/node/59 [ URL_http://kaioa.com/node/59 ] ."""	"[""'Others'""]"
p	"""better article URL_http://java.sun.com/developer/technicalArticles/Interviews/comm unity/kabutz_qa.html."""	"[""'Others'""]"
o	"""Hi fuzzy lollipop,I do not understand your intension."""	"[""'Others'""]"
n	"""If the article you have posted is better doesn't mean that my article is wrong."""	"[""'Others'""]"
n	"""You should give -1 only if it is giving faulty info."""	"[""'Usability'""]"
p	"""@Sujee :Yours is better +1."""	"[""'Others'""]"
o	"""Do you mean, for concatenation?"""	"[""'Others'""]"
o	"""Real world example: _You want to create a new string out of many others_."""	"[""'Others'""]"
o	"""For instance to send a message: String CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""StringBuilder CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""Or CODESNIPPET_JAVA3 ."""	"[""'Others'""]"
o	"""StringBuffer ( the syntax is exactly as with StringBuilder, the effects differ ) About CODETERM1 vs. CODETERM2 The former is synchonized and later is not."""	"[""'Others'""]"
p	"""So, if you invoke it several times in a single thread ( which is 90% of the cases ), CODETERM3 will run faster because it won't stop to see if it owns the thread lock."""	"[""'Performance'""]"
p	"""So, it is recommendable to use CODETERM4 ( unless of course you have more than one thread accessing to it at the same time, which is rare ) CODETERM5 concatenation ( _using the + operator_ ) may be optimized by the compiler to use CODETERM6 underneath, so, it not longer something to worry about, in the elder days of Java, this was something that everyone says should be avoided at all cost, because every concatenation created a new String object."""	"[""'Usability'""]"
o	"""Modern compilers don't do this anymore, but still it is a good practice to use CODETERM7 instead just in case you use an ""old"" compiler."""	"[""'Usability'""]"
o	""" Just for who is curious, this is what the compiler does for this class: CODESNIPPET_JAVA4 ."""	"[""'Others'""]"
o	"""javap -c StringConcatenation CODESNIPPET_JAVA5 ."""	"[""'Others'""]"
o	"""Lines numbered 5 - 27 are for the String named ""literal"" Lines numbered 31-53 are for the String named ""builder"" Ther's no difference, exactly the code is executed for both strings."""	"[""'Others'""]"
n	"""this is a really bad example."""	"[""'Others'""]"
n	"""Initializing the StringBuilder with "" Dear "" means the first .append() will cause a reallocation and copy."""	"[""'Others'""]"
n	"""Completely negating any efficiency that you are trying to gain over ""normal"" concatenation."""	"[""'Performance'""]"
p	"""A better example would to be to create it with a initial size that will hold the entire contents of the final String."""	"[""'Usability'""]"
n	"""It is NOT generally a good practice to use a StringBuilder to do String concatenation on the right-hand side of the assignment."""	"[""'Usability'""]"
p	"""Any good implementation will use a StringBuilder behind the scenes as you say."""	"[""'Usability'""]"
o	"""Furthermore, your example of ""a"" + ""b"" would be compiled into a single literal ""ab"" but if you used StringBuilder it would result in two needless calls to append()."""	"[""'Others'""]"
o	"""@Mark I didn't mean to use ""a""+""b"" but to say what was a concatenation* about I change it to be explicit."""	"[""'Usability'""]"
n	"""What you don't say is, why is not a good practice to do it."""	"[""'Usability'""]"
o	"""That's exactly what ( a modern ) compiler does."""	"[""'Others'""]"
o	"""@fuzzy, I agree, specially when you know what the size of the final string would be ( aprox ) ."""	"[""'Others'""]"
n	"""I don't think it's particularly practice, but I certainly wouldn't want any recommendation to do that in general."""	"[""'Usability'""]"
n	"""It's clunky and hard to read, and overly verbose."""	"[""'Usability'""]"
n	"""Plus, it encourages mistakes like yours where you are breaking up two literals that could otherwise be compiled as one."""	"[""'Usability'""]"
o	"""Only if profiling told me it made a difference would I do it your way."""	"[""'Others'""]"
o	"""@Mark Got it."""	"[""'Others'""]"
o	"""I was thinking more in the chunk of code like a template""* and not really in every regular string literal."""	"[""'Others'""]"
o	"""But yes, I agree, since they do the same thing nowadays, it doesn't make sense ( 10 yrs ago was a reason to reject a change in a code revision ) :)."""	"[""'Usability'""]"
n	"""Personally, I don't think there is any real world use for CODETERM1 ."""	"[""'Usability'""]"
o	"""When would I ever want to communicate between multiple threads by manipulating a character sequence?"""	"[""'Others'""]"
n	"""That doesn't sound useful at all, but maybe I have yet to see the light :) ."""	"[""'Usability'""]"
o	"""Also, CODETERM1 is thread-safe, which CODETERM2 is not."""	"[""'Performance'""]"
n	"""So in a real-time situation when different threads are accessing it, CODETERM3 could have an undeterministic result."""	"[""'Performance'""]"
o	"""Note that if you are using Java 5 or newer, you should use CODETERM1 instead of CODETERM2 ."""	"[""'Usability'""]"
o	"""From the API Others: As of release JDK 5, this class has been supplemented with an equivalent class designed for use by a single thread, CODETERM3 ."""	"[""'Usability'""]"
p	"""The CODETERM4 class should generally be used in preference to this one, as it supports all of the same operations but it is faster, as it performs no synchronization."""	"[""'Performance'""]"
p	"""In practice, you will almost never use this from multiple threads at the same time, so the synchronization that CODETERM5 does is almost always unnecessary overhead."""	"[""'Usability'""]"
o	"""When you are using String, you are making a new String each time you are adding 2 of them."""	"[""'Others'""]"
p	"""When you are using StringBuilder, it uses a buffer to make less String addition and will therefore be more performant when you want to add a lot of string one after the other."""	"[""'Performance'""]"
